ISSN,TITLE,TOT_DEGREE,TOT_ART
0962-8924,TRENDS IN CELL BIOLOGY,104,0
2167-8359,PEERJ,71,0
1469-221X,EMBO REPORTS,68,0
1001-0602,CELL RESEARCH,73,0
1059-1524,MOLECULAR BIOLOGY OF THE CELL,217,0
0301-4622,BIOPHYSICAL CHEMISTRY,129,0
1742-464X,FEBS JOURNAL,180,0
1465-7392,NATURE CELL BIOLOGY,174,0
0009-2665,CHEMICAL REVIEWS,296,0
1535-9476,MOLECULAR & CELLULAR PROTEOMICS,143,0
0890-9369,GENES & DEVELOPMENT,388,0
0898-6568,CELLULAR SIGNALLING,50,0
0722-4060,POLAR BIOLOGY,6,0
0824-0469,MARINE MAMMAL SCIENCE,21,0
0090-5364,ANNALS OF STATISTICS,2701,0
0277-0008,PHARMACOTHERAPY,13,0
1053-1807,JOURNAL OF MAGNETIC RESONANCE IMAGING,114,0
0278-0062,IEEE TRANSACTIONS ON MEDICAL IMAGING,1106,0
0007-0920,BRITISH JOURNAL OF CANCER,258,0
1381-6128,CURRENT PHARMACEUTICAL DESIGN,130,0
1550-7416,AAPS JOURNAL,42,0
0818-9641,IMMUNOLOGY AND CELL BIOLOGY,33,0
0027-8874,JNCI-JOURNAL OF THE NATIONAL CANCER INSTITUTE,291,0
0003-2670,ANALYTICA CHIMICA ACTA,95,0
0732-183X,JOURNAL OF CLINICAL ONCOLOGY,476,0
1759-4774,NATURE REVIEWS CLINICAL ONCOLOGY,48,0
1470-7330,CANCER IMAGING,3,0
0161-5505,JOURNAL OF NUCLEAR MEDICINE,127,0
1044-579X,SEMINARS IN CANCER BIOLOGY,62,0
1523-3790,CURRENT ONCOLOGY REPORTS,4,0
1471-0072,NATURE REVIEWS MOLECULAR CELL BIOLOGY,384,0
0006-3592,BIOTECHNOLOGY AND BIOENGINEERING,296,0
0360-3016,INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,143,0
1865-5025,CELLULAR AND MOLECULAR BIOENGINEERING,20,0
0942-8925,ABDOMINAL IMAGING,12,0
1522-8002,NEOPLASIA,44,0
1543-8384,MOLECULAR PHARMACEUTICS,72,0
0028-3878,NEUROLOGY,219,0
1471-2288,BMC MEDICAL RESEARCH METHODOLOGY,239,0
0003-9942,ARCHIVES OF NEUROLOGY,59,0
0022-510X,JOURNAL OF THE NEUROLOGICAL SCIENCES,56,0
2047-217X,GIGASCIENCE,43,0
0148-639X,MUSCLE & NERVE,57,0
1806-3713,JORNAL BRASILEIRO DE PNEUMOLOGIA,2,0
1548-7660,JOURNAL OF STATISTICAL SOFTWARE,429,0
0098-7484,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,571,0
1061-8600,JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS,507,0
0162-1459,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,5073,0
1932-6157,ANNALS OF APPLIED STATISTICS,564,0
0167-9473,COMPUTATIONAL STATISTICS & DATA ANALYSIS,868,0
0001-6314,ACTA NEUROLOGICA SCANDINAVICA,15,0
1660-2854,NEURODEGENERATIVE DISEASES,4,0
1469-493X,COCHRANE DATABASE OF SYSTEMATIC REVIEWS,41,0
1738-6586,JOURNAL OF CLINICAL NEUROLOGY,2,0
0899-9007,NUTRITION,8,0
0002-9262,AMERICAN JOURNAL OF EPIDEMIOLOGY,843,0
0736-6205,BIOTECHNIQUES,52,0
0303-6898,SCANDINAVIAN JOURNAL OF STATISTICS,461,0
0083-1204,HSMHA HEALTH REPORTS,2,0
0531-5565,EXPERIMENTAL GERONTOLOGY,35,0
1759-4758,NATURE REVIEWS NEUROLOGY,41,0
2251-6085,IRANIAN JOURNAL OF PUBLIC HEALTH,1,0
0933-3657,ARTIFICIAL INTELLIGENCE IN MEDICINE,217,0
0021-9606,JOURNAL OF CHEMICAL PHYSICS,1652,0
0959-440X,CURRENT OPINION IN STRUCTURAL BIOLOGY,321,0
1549-9618,JOURNAL OF CHEMICAL THEORY AND COMPUTATION,489,0
1072-8368,NATURE STRUCTURAL BIOLOGY,97,0
0066-426X,"ANNUAL REVIEW OF PHYSICAL CHEMISTRY, VOL 62",88,0
1463-9076,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,294,0
0264-6021,BIOCHEMICAL JOURNAL,244,0
1520-6106,JOURNAL OF PHYSICAL CHEMISTRY B,451,0
0033-5835,QUARTERLY REVIEWS OF BIOPHYSICS,39,0
1545-9985,NATURE STRUCTURAL & MOLECULAR BIOLOGY,58,0
0065-2598(print),FUZZINESS: STRUCTURAL DISORDER IN PROTEIN COMPLEXES,61,0
0084-6589,ANNUAL REVIEW OF BIOPHYSICS AND BIOENGINEERING,15,0
0006-3525,BIOPOLYMERS,190,0
1089-5647,JOURNAL OF PHYSICAL CHEMISTRY B,103,0
1056-8700,ANNUAL REVIEW OF BIOPHYSICS AND BIOMOLECULAR STRUCTURE,81,0
1367-2630,NEW JOURNAL OF PHYSICS,89,0
1478-3967,PHYSICAL BIOLOGY,165,0
0367-8377,INTERNATIONAL JOURNAL OF PEPTIDE AND PROTEIN RESEARCH,11,0
0021-9991,JOURNAL OF COMPUTATIONAL PHYSICS,460,0
0892-7022,MOLECULAR SIMULATION,31,0
0960-9822,CURRENT BIOLOGY,432,0
0165-0270,JOURNAL OF NEUROSCIENCE METHODS,479,0
2041-1723,NATURE COMMUNICATIONS,407,0
0741-2223,JOURNAL OF ROBOTIC SYSTEMS,2,0
0893-6080,NEURAL NETWORKS,320,0
1364-6613,TRENDS IN COGNITIVE SCIENCES,187,0
0098-0331,JOURNAL OF CHEMICAL ECOLOGY,22,0
0307-6962,PHYSIOLOGICAL ENTOMOLOGY,12,0
2160-3308,PHYSICAL REVIEW X,23,0
0340-7594,JOURNAL OF COMPARATIVE PHYSIOLOGY A-SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,83,0
0034-6861,REVIEWS OF MODERN PHYSICS,137,0
0022-1910,JOURNAL OF INSECT PHYSIOLOGY,26,0
1662-5102,FRONTIERS IN CELLULAR NEUROSCIENCE,18,0
1567-7419,ENVIRONMENTAL FLUID MECHANICS,1,0
0892-7553,JOURNAL OF INSECT BEHAVIOR,19,0
0080-4649,PROCEEDINGS OF THE ROYAL SOCIETY SERIES B-BIOLOGICAL SCIENCES,105,0
0066-4170,ANNUAL REVIEW OF ENTOMOLOGY,74,0
1545-7885,PLOS BIOLOGY,195,0
0379-864X,CHEMICAL SENSES,12,0
0147-006X,ANNUAL REVIEW OF NEUROSCIENCE,137,0
2214-5745,CURRENT OPINION IN INSECT SCIENCE,8,0
0006-3185,BIOLOGICAL BULLETIN,17,0
0147-006X(print),"ANNUAL REVIEW OF NEUROSCIENCE, VOL 36",27,0
1388-2457,CLINICAL NEUROPHYSIOLOGY,352,0
0165-0173,BRAIN RESEARCH REVIEWS,56,0
0304-4076,JOURNAL OF ECONOMETRICS,251,0
2373-2822,ENEURO,8,0
0167-8760,INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,69,0
0304-4149,STOCHASTIC PROCESSES AND THEIR APPLICATIONS,82,0
0012-9682,ECONOMETRICA,353,0
1471-003X,NATURE REVIEWS NEUROSCIENCE,350,0
1053-8119,NEUROIMAGE,1686,0
0096-3518,IEEE TRANSACTIONS ON ACOUSTICS SPEECH AND SIGNAL PROCESSING,41,0
1050-9631,HIPPOCAMPUS,106,0
0018-9219,PROCEEDINGS OF THE IEEE,241,0
1520-6149,"2017 IEEE INTERNATIONAL CONFERENCE ON ACOUSTICS, SPEECH AND SIGNAL PROCESSING (ICASSP)",63,0
1065-9471,HUMAN BRAIN MAPPING,268,0
0016-8009,GEOPHYSICAL JOURNAL OF THE ROYAL ASTRONOMICAL SOCIETY,7,0
0018-926X,IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION,28,0
0035-9246,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-METHODOLOGICAL,1069,0
0302-9743,"FROM ANIMALS TO ANIMATS 9, PROCEEDINGS",1675,0
0042-6989,VISION RESEARCH,152,0
0952-5238,VISUAL NEUROSCIENCE,26,0
0939-5075,ZEITSCHRIFT FUR NATURFORSCHUNG C-A JOURNAL OF BIOSCIENCES,12,0
1552-4922,CYTOMETRY PART A,45,0
1088-9051,GENOME RESEARCH,1798,0
1532-4435,JOURNAL OF MACHINE LEARNING RESEARCH,694,0
1934-5909,CELL STEM CELL,64,0
1754-2189,NATURE PROTOCOLS,388,0
2157-6904,ACM TRANSACTIONS ON INTELLIGENT SYSTEMS AND TECHNOLOGY,117,0
1664-302X,FRONTIERS IN MICROBIOLOGY,66,0
1044-5498,DNA AND CELL BIOLOGY,27,0
1046-2023,METHODS,181,0
2160-1836,G3-GENES GENOMES GENETICS,42,0
0099-2240,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,350,0
1471-0056,NATURE REVIEWS GENETICS,1431,0
1745-6150,BIOLOGY DIRECT,132,0
1350-0872,MICROBIOLOGY-SGM,99,0
0966-842X,TRENDS IN MICROBIOLOGY,100,0
0014-3820,EVOLUTION,363,0
1751-7362,ISME JOURNAL,98,0
1355-8382,RNA-A PUBLICATION OF THE RNA SOCIETY,256,0
1742-5689,JOURNAL OF THE ROYAL SOCIETY INTERFACE,553,0
2150-7511,MBIO,43,0
0021-9193,JOURNAL OF BACTERIOLOGY,511,0
1553-7404,PLOS GENETICS,344,0
1474-760X,GENOME BIOLOGY,881,0
1759-6653,GENOME BIOLOGY AND EVOLUTION,88,0
0950-382X,MOLECULAR MICROBIOLOGY,265,0
1740-1526,NATURE REVIEWS MICROBIOLOGY,297,0
0300-9084,BIOCHIMIE,108,0
0261-4189,EMBO JOURNAL,364,0
0300-5127,BIOCHEMICAL SOCIETY TRANSACTIONS,97,0
1745-2473,NATURE PHYSICS,42,0
1936-122X(print),"ANNUAL REVIEW OF BIOPHYSICS, VOL 39",27,0
2375-2548,SCIENCE ADVANCES,14,0
0955-0674,CURRENT OPINION IN CELL BIOLOGY,139,0
0021-9525,JOURNAL OF CELL BIOLOGY,360,0
1617-7959,BIOMECHANICS AND MODELING IN MECHANOBIOLOGY,213,0
0006-3002,BIOCHIMICA ET BIOPHYSICA ACTA,269,0
0014-2956,EUROPEAN JOURNAL OF BIOCHEMISTRY,174,0
0022-2828,JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,76,0
0143-3334,CARCINOGENESIS,94,0
0014-2980,EUROPEAN JOURNAL OF IMMUNOLOGY,58,0
1079-5006,JOURNALS OF GERONTOLOGY SERIES A-BIOLOGICAL SCIENCES AND MEDICAL SCIENCES,36,0
1553-4006,ANNUAL REVIEW OF PATHOLOGY-MECHANISMS OF DISEASE,17,0
0304-3835,CANCER LETTERS,97,0
0033-5770,QUARTERLY REVIEW OF BIOLOGY,61,0
0022-1767,JOURNAL OF IMMUNOLOGY,320,0
0278-2715,HEALTH AFFAIRS,26,0
0270-7306,MOLECULAR AND CELLULAR BIOLOGY,293,0
0027-5107,MUTATION RESEARCH,83,0
1943-0264,COLD SPRING HARBOR PERSPECTIVES IN BIOLOGY,64,0
0014-4827,EXPERIMENTAL CELL RESEARCH,108,0
1547-3287,STEM CELLS AND DEVELOPMENT,19,0
1529-2908,NATURE IMMUNOLOGY,90,0
0026-895X,MOLECULAR PHARMACOLOGY,98,0
0265-9247,BIOESSAYS,215,0
1541-7786,MOLECULAR CANCER RESEARCH,45,0
0006-4971,BLOOD,502,0
1462-5814,CELLULAR MICROBIOLOGY,22,0
0903-1936,EUROPEAN RESPIRATORY JOURNAL,87,0
1536-0040,SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS,170,0
0066-4154,ANNUAL REVIEW OF BIOCHEMISTRY,161,0
1043-4666,CYTOKINE,14,0
1757-4676,EMBO MOLECULAR MEDICINE,21,0
0065-230X,"ADVANCES IN CANCER RESEARCH, VOL 108",13,0
0160-2446,JOURNAL OF CARDIOVASCULAR PHARMACOLOGY,20,0
1474-9718,AGING CELL,23,0
1044-1549,AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY,38,0
1937-9145,SCIENCE SIGNALING,31,0
1074-7613,IMMUNITY,91,0
1054-1500,CHAOS,231,0
0002-9440,AMERICAN JOURNAL OF PATHOLOGY,122,0
2041-4889,CELL DEATH & DISEASE,29,0
