ISSN,TITLE,CITED_OUT,CITED_IN,TOT_ART
2168-6149,JAMA NEUROLOGY,0,1,0
0305-1048,NUCLEIC ACIDS RESEARCH,0,211,0
1180-4009,ENVIRONMETRICS,0,2,0
0013-7227,ENDOCRINOLOGY,0,1,0
0006-2952,BIOCHEMICAL PHARMACOLOGY,0,2,0
JOURNAL OF BLOOD MEDICINE,JOURNAL OF BLOOD MEDICINE,0,1,0
ArXiv e-prints,ArXiv e-prints,0,1,0
Statistical applications in genetics and molecular biology,Statistical applications in genetics and molecular biology,0,3,0
1387-2877,JOURNAL OF ALZHEIMERS DISEASE,0,2,0
0014-4827,EXPERIMENTAL CELL RESEARCH,0,4,0
0003-4800,ANNALS OF HUMAN GENETICS,0,52,0
Neurobiol. Aging,Neurobiol. Aging,0,1,0
NeuroImage,NeuroImage,0,1,0
Nucleic Acids Res.,Nucleic Acids Res.,0,3,0
1087-0156,NATURE BIOTECHNOLOGY,0,49,0
0018-9448,IEEE TRANSACTIONS ON INFORMATION THEORY,0,13,0
0162-8828,IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,0,12,0
0956-375X,IEE PROCEEDINGS-F RADAR AND SIGNAL PROCESSING,0,2,0
Stat Sci,Stat Sci,0,5,0
0020-3157,ANNALS OF THE INSTITUTE OF STATISTICAL MATHEMATICS,0,7,0
Genome Biol,Genome Biol,0,4,0
F1000Research,F1000Research,0,1,0
1664-462X,FRONTIERS IN PLANT SCIENCE,0,1,0
1874-9399,BIOCHIMICA ET BIOPHYSICA ACTA-GENE REGULATORY MECHANISMS,0,1,0
1553-7404,PLOS GENETICS,0,24,0
0308-521X,AGRICULTURAL SYSTEMS,0,1,0
0032-0781,PLANT AND CELL PHYSIOLOGY,0,1,0
1471-2229,BMC PLANT BIOLOGY,0,2,0
1061-8600,JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS,0,36,0
1758-678X,NATURE CLIMATE CHANGE,0,1,0
1571-0645,PHYSICS OF LIFE REVIEWS,0,2,0
0167-4889,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR CELL RESEARCH,0,1,0
1939-8425,RICE,0,1,0
IFAD Occasional Papers,IFAD Occasional Papers,0,1,0
Frontiers in plant science,Frontiers in plant science,0,1,0
PLANT SIGNALING & BEHAVIOR,PLANT SIGNALING & BEHAVIOR,0,1,0
0092-8674,CELL,0,26,0
0168-9525,TRENDS IN GENETICS,0,14,0
1744-4292,MOLECULAR SYSTEMS BIOLOGY,0,20,0
1474-175X,NATURE REVIEWS CANCER,0,15,0
1024-123X,MATHEMATICAL PROBLEMS IN ENGINEERING,0,1,0
Applied Nonparametric Statistics,Applied Nonparametric Statistics,0,1,0
0959-440X,CURRENT OPINION IN STRUCTURAL BIOLOGY,0,8,0
0022-2836,JOURNAL OF MOLECULAR BIOLOGY,0,54,0
0266-4763,JOURNAL OF APPLIED STATISTICS,0,9,0
0961-8368,PROTEIN SCIENCE,0,8,0
0269-2139,PROTEIN ENGINEERING,0,3,0
0960-9822,CURRENT BIOLOGY,0,6,0
arXiv preprint arXiv: 1404.1556,arXiv preprint arXiv: 1404.1556,0,1,0
Bioinf. Image Wavelets,Bioinf. Image Wavelets,0,1,0
0250-4685,TURKISH JOURNAL OF BIOCHEMISTRY-TURK BIYOKIMYA DERGISI,0,1,0
1047-2797,ANNALS OF EPIDEMIOLOGY,0,2,0
0340-6717,HUMAN GENETICS,0,12,0
bioRxiv,bioRxiv,0,4,0
1018-4813,EUROPEAN JOURNAL OF HUMAN GENETICS,0,30,0
1553-7358,PLOS COMPUTATIONAL BIOLOGY,0,7,0
1471-082X,STATISTICAL MODELLING,0,3,0
0888-7543,GENOMICS,0,14,0
0009-9163,CLINICAL GENETICS,0,3,0
STAT TXB MONOGRAPHS,STAT TXB MONOGRAPHS,0,1,0
1868-7075,CLINICAL EPIGENETICS,0,1,0
J. Am. Stat.,J. Am. Stat.,0,1,0
"J. Appl. Stat., accepted.","J. Appl. Stat., accepted.",0,1,0
Nature,Nature,0,10,0
0167-7152,STATISTICS & PROBABILITY LETTERS,0,10,0
0004-9581,AUSTRALIAN JOURNAL OF STATISTICS,0,1,0
0021-9738,JOURNAL OF CLINICAL INVESTIGATION,0,8,0
Stat. Methods Med. Res.,Stat. Methods Med. Res.,0,2,0
1045-9227,IEEE TRANSACTIONS ON NEURAL NETWORKS,0,5,0
1471-2156,BMC GENETICS,0,17,0
0033-3123,PSYCHOMETRIKA,0,11,0
1526-9914,JOURNAL OF APPLIED CLINICAL MEDICAL PHYSICS,0,1,0
0250-7005,ANTICANCER RESEARCH,0,2,0
0001-1541,AICHE JOURNAL,0,1,0
1110-7243,JOURNAL OF BIOMEDICINE AND BIOTECHNOLOGY,0,2,0
BJU Int.,BJU Int.,0,1,0
"Mathematics of Control, Signals, and Systems","Mathematics of Control, Signals, and Systems",0,1,0
Aequationes Mathematicae,Aequationes Mathematicae,0,1,0
Hum. Genomics and Proteomics,Hum. Genomics and Proteomics,0,1,0
R package,R package,0,1,0
JOURNAL OF EDUCATIONAL PSYCHOLOGY,JOURNAL OF EDUCATIONAL PSYCHOLOGY,0,1,0
J Stat Softw,J Stat Softw,0,1,0
0022-1767,JOURNAL OF IMMUNOLOGY,0,5,0
0006-4971,BLOOD,0,13,0
0960-3174,STATISTICS AND COMPUTING,0,61,0
1074-7613,IMMUNITY,0,3,0
Stat. Appl. Genet. Mol. Biol.,Stat. Appl. Genet. Mol. Biol.,0,28,0
ASTIN Bulletin,ASTIN Bulletin,0,1,0
1389-0344,BIOMOLECULAR ENGINEERING,0,1,0
0885-6125,MACHINE LEARNING,0,34,0
1078-8956,NATURE MEDICINE,0,8,0
2044-6055,BMJ OPEN,0,1,0
RevStat-Stat J,RevStat-Stat J,0,1,0
RevStat,RevStat,0,1,0
0303-6898,SCANDINAVIAN JOURNAL OF STATISTICS,0,29,0
0040-1706,TECHNOMETRICS,0,35,0
1434-5161,JOURNAL OF HUMAN GENETICS,0,2,0
Nat. Genet.,Nat. Genet.,0,2,0
1545-5963,IEEE-ACM TRANSACTIONS ON COMPUTATIONAL BIOLOGY AND BIOINFORMATICS,0,12,0
0001-0782,COMMUNICATIONS OF THE ACM,0,1,0
0219-1377,KNOWLEDGE AND INFORMATION SYSTEMS,0,2,0
0036-1445,SIAM REVIEW,0,7,0
0022-2844,JOURNAL OF MOLECULAR EVOLUTION,0,44,0
0887-3585,PROTEINS-STRUCTURE FUNCTION AND BIOINFORMATICS,0,10,0
OXFORD SERIES ECOLOG,OXFORD SERIES ECOLOG,0,1,0
1541-2555,COPD-JOURNAL OF CHRONIC OBSTRUCTIVE PULMONARY DISEASE,0,1,0
1065-9471,HUMAN BRAIN MAPPING,0,2,0
0021-9010,JOURNAL OF APPLIED PSYCHOLOGY,0,1,0
0040-6376,THORAX,0,2,0
0893-9454,REVIEW OF FINANCIAL STUDIES,0,1,0
0176-4268,JOURNAL OF CLASSIFICATION,0,14,0
1759-4758,NATURE REVIEWS NEUROLOGY,0,1,0
1049-5258,ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 13,0,8,0
1532-0464,JOURNAL OF BIOMEDICAL INFORMATICS,0,5,0
0361-0918,COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION,0,8,0
Communications. Statistics,Communications. Statistics,0,2,0
Technical Report 589,Technical Report 589,0,1,0
Applied Statistics,Applied Statistics,0,4,0
0732-183X,JOURNAL OF CLINICAL ONCOLOGY,0,9,0
0377-0427,JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS,0,3,0
0272-5231,CLINICS IN CHEST MEDICINE,0,1,0
0169-7439,CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,0,9,0
Bayesian statistics,Bayesian statistics,0,2,0
0010-4620,COMPUTER JOURNAL,0,4,0
0162-0886,REVIEWS OF INFECTIOUS DISEASES,0,1,0
0021-9193,JOURNAL OF BACTERIOLOGY,0,5,0
0891-3668,PEDIATRIC INFECTIOUS DISEASE JOURNAL,0,1,0
1473-3099,LANCET INFECTIOUS DISEASES,0,1,0
1751-7362,ISME JOURNAL,0,1,0
0040-5809,THEORETICAL POPULATION BIOLOGY,0,19,0
0893-8512,CLINICAL MICROBIOLOGY REVIEWS,0,1,0
"Sankhya, Ser. A","Sankhya, Ser. A",0,2,0
Ann. Stat.,Ann. Stat.,0,1,0
1615-9853,PROTEOMICS,0,11,0
0039-0526,STATISTICIAN,0,4,0
1078-0432,CLINICAL CANCER RESEARCH,0,14,0
0009-9147,CLINICAL CHEMISTRY,0,4,0
0933-3657,ARTIFICIAL INTELLIGENCE IN MEDICINE,0,2,0
0952-3480,NMR IN BIOMEDICINE,0,1,0
1477-5956,PROTEOME SCIENCE,0,2,0
ANNALS OF MATHEMATICAL STATISTICS,ANNALS OF MATHEMATICAL STATISTICS,0,8,0
Statistical science,Statistical science,0,3,0
Sankhya Series A,Sankhya Series A,0,1,0
CAMBRIDGE SERIES STA,CAMBRIDGE SERIES STA,0,2,0
1369-1473,AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS,0,5,0
R News,R News,0,5,0
1383-5718,MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS,0,1,0
0361-0926,COMMUNICATIONS IN STATISTICS-THEORY AND METHODS,0,15,0
1527-8204,ANNUAL REVIEW OF GENOMICS AND HUMAN GENETICS,0,9,0
0009-8981,CLINICA CHIMICA ACTA,0,1,0
Kodai Math. J.,Kodai Math. J.,0,1,0
Empir Econ,Empir Econ,0,1,0
0091-6765,ENVIRONMENTAL HEALTH PERSPECTIVES,0,7,0
0018-067X,HEREDITY,0,28,0
0003-0147,AMERICAN NATURALIST,0,3,0
0378-3758,JOURNAL OF STATISTICAL PLANNING AND INFERENCE,0,20,0
0099-5355,LANCET,0,4,0
1353-8020,PARKINSONISM & RELATED DISORDERS,0,1,0
0006-3223,BIOLOGICAL PSYCHIATRY,0,2,0
1664-8021,FRONTIERS IN GENETICS,0,4,0
0278-0232,HEMATOLOGICAL ONCOLOGY,0,1,0
0302-2838,EUROPEAN UROLOGY,0,1,0
0002-9262,AMERICAN JOURNAL OF EPIDEMIOLOGY,0,26,0
0003-1305,AMERICAN STATISTICIAN,0,27,0
1049-8923,INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL,0,1,0
0006-3495,BIOPHYSICAL JOURNAL,0,8,0
2405-4712,CELL SYSTEMS,0,1,0
bioRxiv 049486,bioRxiv 049486,0,1,0
Proc. Fourth Berkley Symp. on Math. Statist. and Prob,Proc. Fourth Berkley Symp. on Math. Statist. and Prob,0,2,0
2335-6936,PACIFIC SYMPOSIUM ON BIOCOMPUTING 2009,0,2,0
R package version 1.4.4,R package version 1.4.4,0,2,0
2160-1836,G3-GENES GENOMES GENETICS,0,3,0
1355-8382,RNA,0,6,0
0197-2456,CONTROLLED CLINICAL TRIALS,0,3,0
1082-989X,PSYCHOLOGICAL METHODS,0,2,0
Technical report,Technical report,0,9,0
1544-9173,PLOS BIOLOGY,0,8,0
0556-2791,PHYSICAL REVIEW A,0,1,0
0077-8923(print),CHALLENGES OF SYSTEMS BIOLOGY: COMMUNITY EFFORTS TO HARNESS BIOLOGICAL COMPLEXITY,0,1,0
1742-206X,MOLECULAR BIOSYSTEMS,0,6,0
1539-3755,PHYSICAL REVIEW E,0,15,0
0960-1295,MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE,0,1,0
1084-9521,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,0,1,0
1063-651X,PHYSICAL REVIEW E,0,2,0
0899-7667,NEURAL COMPUTATION,0,10,0
0005-8580,BELL SYSTEM TECHNICAL JOURNAL,0,5,0
Pac. Symp. Biocomput.,Pac. Symp. Biocomput.,0,1,0
Pac Symp Biocomput,Pac Symp Biocomput,0,4,0
EURASIP J. Bioinform Syst. Biol.,EURASIP J. Bioinform Syst. Biol.,0,1,0
NONLINEAR Phenom. COMPLEX Syst.,NONLINEAR Phenom. COMPLEX Syst.,0,1,0
J. Complex Networks,J. Complex Networks,0,1,0
0021-9606,JOURNAL OF CHEMICAL PHYSICS,0,9,0
0021-9991,JOURNAL OF COMPUTATIONAL PHYSICS,0,2,0
1089-5639,JOURNAL OF PHYSICAL CHEMISTRY A,0,1,0
0378-4371,PHYSICA A,0,6,0
2042-8898,INTERFACE FOCUS,0,4,0
1058-6393,"2013 ASILOMAR CONFERENCE ON SIGNALS, SYSTEMS AND COMPUTERS",0,1,0
0921-8734,MUTATION RESEARCH-DNAGING GENETIC INSTABILITY AND AGING,0,1,0
0021-9002,JOURNAL OF APPLIED PROBABILITY,0,4,0
1476-9271,COMPUTATIONAL BIOLOGY AND CHEMISTRY,0,7,0
R package version 0.10,R package version 0.10,0,1,0
"Methods in molecular biology (Clifton, N.J.)","Methods in molecular biology (Clifton, N.J.)",0,4,0
Inverse Probl.,Inverse Probl.,0,1,0
"STOCHASTIC PROCESSES IN PHYSICS AND CHEMISTRY, 3RD EDITION","STOCHASTIC PROCESSES IN PHYSICS AND CHEMISTRY, 3RD EDITION",0,1,0
Stat. Comp.,Stat. Comp.,0,1,0
1051-2004,DIGITAL SIGNAL PROCESSING,0,1,0
0021-9533,JOURNAL OF CELL SCIENCE,0,2,0
0014-5793,FEBS LETTERS,0,7,0
1752-4571,EVOLUTIONARY APPLICATIONS,0,1,0
0907-4449,ACTA CRYSTALLOGRAPHICA SECTION D-BIOLOGICAL CRYSTALLOGRAPHY,0,2,0
0300-5127,BIOCHEMICAL SOCIETY TRANSACTIONS,0,3,0
0006-3002,BIOCHIMICA ET BIOPHYSICA ACTA-PROTEIN STRUCTURE AND MOLECULAR ENZYMOLOGY,0,1,0
1676-5680,GENETICS AND MOLECULAR RESEARCH,0,2,0
1520-6106,JOURNAL OF PHYSICAL CHEMISTRY B,0,5,0
2167-8359,PEERJ,0,1,0
1742-464X,FEBS JOURNAL,0,2,0
Phys. Rev. E. Stat. Phys. Plasmas. Fluids. Relat. Interdiscip. Topics,Phys. Rev. E. Stat. Phys. Plasmas. Fluids. Relat. Interdiscip. Topics,0,1,0
1047-8477,JOURNAL OF STRUCTURAL BIOLOGY,0,1,0
0375-9601,PHYSICS LETTERS A,0,2,0
0042-1294,USPEKHI FIZICHESKIKH NAUK,0,1,0
1439-4227,CHEMBIOCHEM,0,1,0
0916-8451,BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY,0,1,0
1389-2037,CURRENT PROTEIN & PEPTIDE SCIENCE,0,1,0
1340-2838,DNA RESEARCH,0,3,0
0969-2126,STRUCTURE,0,3,0
2314-436X,INTERNATIONAL JOURNAL OF GENOMICS,0,1,0
In Silico Biology,In Silico Biology,0,1,0
Frontiers in bioengineering and biotechnology,Frontiers in bioengineering and biotechnology,0,1,0
0266-7061,COMPUTER APPLICATIONS IN THE BIOSCIENCES,0,12,0
0965-1748,INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,0,1,0
0890-9369,GENES & DEVELOPMENT,0,13,0
1536-1241,IEEE TRANSACTIONS ON NANOBIOSCIENCE,0,1,0
0964-1998,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,0,3,0
1535-9476,MOLECULAR & CELLULAR PROTEOMICS,0,5,0
1535-3893,JOURNAL OF PROTEOME RESEARCH,0,12,0
0094-9655,JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,0,5,0
0272-4979,IMA JOURNAL OF NUMERICAL ANALYSIS,0,3,0
0026-1270,METHODS OF INFORMATION IN MEDICINE,0,5,0
BMC Bioinformatics,BMC Bioinformatics,0,13,0
Journal of Empirical Finance,Journal of Empirical Finance,0,1,0
0167-6687,INSURANCE MATHEMATICS & ECONOMICS,0,1,0
1524-1904,APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY,0,1,0
Nucleic Acids. Res.,Nucleic Acids. Res.,0,1,0
1044-0305,JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY,0,7,0
0003-2700,ANALYTICAL CHEMISTRY,0,8,0
1757-6180,BIOANALYSIS,0,1,0
0277-7037,MASS SPECTROMETRY REVIEWS,0,3,0
Translational Proteomics,Translational Proteomics,0,1,0
1872-4973,FORENSIC SCIENCE INTERNATIONAL-GENETICS,0,20,0
1875-1768,FORENSIC SCIENCE INTERNATIONAL GENETICS SUPPLEMENT SERIES,0,1,0
0937-9827,INTERNATIONAL JOURNAL OF LEGAL MEDICINE,0,1,0
0379-0738,FORENSIC SCIENCE INTERNATIONAL,0,3,0
0022-1198,JOURNAL OF FORENSIC SCIENCES,0,2,0
0045-0618,AUSTRALIAN JOURNAL OF FORENSIC SCIENCES,0,1,0
0148-3919,JOURNAL OF LIQUID CHROMATOGRAPHY,0,1,0
0173-0835,ELECTROPHORESIS,0,2,0
Frontiers in Genetics,Frontiers in Genetics,0,2,0
FORENSIC SCIENCE INTERNATIONAL GENETICS SUPPLEMENT SERIES,FORENSIC SCIENCE INTERNATIONAL GENETICS SUPPLEMENT SERIES,0,1,0
1355-0306,SCIENCE & JUSTICE,0,1,0
0021-9673,JOURNAL OF CHROMATOGRAPHY A,0,2,0
1567-567X,JOURNAL OF PHARMACOKINETICS AND PHARMACODYNAMICS,0,1,0
BAYESIAN MODELS FOR CATEGORICAL DATA,BAYESIAN MODELS FOR CATEGORICAL DATA,0,1,0
0066-4219(print),"ANNUAL REVIEW OF MEDICINE, VOL 63",0,1,0
0724-8741,PHARMACEUTICAL RESEARCH,0,2,0
0022-3565,JOURNAL OF PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,0,4,0
0022-3549,JOURNAL OF PHARMACEUTICAL SCIENCES,0,1,0
Bioinformatics,Bioinformatics,0,20,0
Genome Inform.,Genome Inform.,0,1,0
Journal of Computational and Graphical Statistics,Journal of Computational and Graphical Statistics,0,5,0
Genome Informatics,Genome Informatics,0,1,0
J. Stat. Appl. Genet. Mol. Biol.,J. Stat. Appl. Genet. Mol. Biol.,0,1,0
DRAWING MAP LIFE INS,DRAWING MAP LIFE INS,0,1,0
GENE REGULATION AND SYSTEMS BIOLOGY,GENE REGULATION AND SYSTEMS BIOLOGY,0,2,0
1551-7497,"2005 IEEE Computational Systems Bioinformatics Conference, Proceedings",0,1,0
Journal of Machine Learning Research,Journal of Machine Learning Research,0,1,0
