ISSN,TITLE,CITED_OUT,CITED_IN,TOT_ART
1076-9986,JOURNAL OF EDUCATIONAL AND BEHAVIORAL STATISTICS,0,35,0
0749-3797,AMERICAN JOURNAL OF PREVENTIVE MEDICINE,0,5,0
0022-006X,JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY,0,9,0
1170-7690,PHARMACOECONOMICS,0,20,0
0959-8049,EUROPEAN JOURNAL OF CANCER,0,3,0
1369-7412,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,0,31,0
0162-1459,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,0,62,0
0959-535X,BRITISH MEDICAL JOURNAL,0,76,0
0960-3174,STATISTICS AND COMPUTING,0,20,0
Stat Methods Med Res,Stat Methods Med Res,0,1,0
R package version 1. 0,R package version 1. 0,0,2,0
0094-9655,JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,0,1,0
1048-891X,INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER,0,1,0
1740-7745,CLINICAL TRIALS,0,35,0
2044-6055,BMJ OPEN,0,5,0
0163-2787,EVALUATION & THE HEALTH PROFESSIONS,0,15,0
1536-867X,STATA JOURNAL,0,26,0
0300-5771,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,0,46,0
1549-1277,PLOS MEDICINE,0,9,0
1932-6203,PLOS ONE,0,33,0
1931-6690,BAYESIAN ANALYSIS,0,11,0
PLoS Med.,PLoS Med.,0,1,0
Health Technol Assess,Health Technol Assess,0,6,0
Trials,Trials,0,1,0
1076-8998,JOURNAL OF OCCUPATIONAL HEALTH PSYCHOLOGY,0,2,0
0306-9885,BRITISH JOURNAL OF GUIDANCE & COUNSELLING,0,1,0
1351-0711,OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,0,1,0
0048-3931,PHILOSOPHY OF THE SOCIAL SCIENCES,0,1,0
0894-3796,JOURNAL OF ORGANIZATIONAL BEHAVIOR,0,4,0
1748-5908,IMPLEMENTATION SCIENCE,0,8,0
1320-7881,NURSING INQUIRY,0,1,0
International Journal of Organizational Analysis,International Journal of Organizational Analysis,0,1,0
British Journal of Industrial Relations,British Journal of Industrial Relations,0,2,0
Journal of Critical Realism,Journal of Critical Realism,0,1,0
JOURNAL OF MANAGEMENT DEVELOPMENT,JOURNAL OF MANAGEMENT DEVELOPMENT,0,1,0
INTERNATIONAL JOURNAL OF WORKPLACE HEALTH MANAGEMENT,INTERNATIONAL JOURNAL OF WORKPLACE HEALTH MANAGEMENT,0,1,0
Administrative Theory & Praxis,Administrative Theory & Praxis,0,1,0
Final report,Final report,0,1,0
Evaluation,Evaluation,0,4,0
The JBI Database of Systematic Reviews and Implementation Reports,The JBI Database of Systematic Reviews and Implementation Reports,0,1,0
0950-0170,WORK EMPLOYMENT AND SOCIETY,0,1,0
0361-6274,HEALTH CARE MANAGEMENT REVIEW,0,2,0
0309-2402,JOURNAL OF ADVANCED NURSING,0,12,0
European Journal of Work and Organizational Psychology,European Journal of Work and Organizational Psychology,0,1,0
1536-5050,JOURNAL OF THE MEDICAL LIBRARY ASSOCIATION,0,16,0
1471-1834,HEALTH INFORMATION AND LIBRARIES JOURNAL,0,13,0
1438-8871,JOURNAL OF MEDICAL INTERNET RESEARCH,0,1,0
0022-3476,JOURNAL OF PEDIATRICS,0,1,0
BMC medical research methodology,BMC medical research methodology,0,3,0
Syst Rev.,Syst Rev.,0,1,0
1098-3015,VALUE IN HEALTH,0,54,0
0340-6253,MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY,0,1,0
0886-9383,JOURNAL OF CHEMOMETRICS,0,1,0
0723-2020,SYSTEMATIC AND APPLIED MICROBIOLOGY,0,1,0
1544-1709,ANNALS OF FAMILY MEDICINE,0,3,0
1175-5652,APPLIED HEALTH ECONOMICS AND HEALTH POLICY,0,1,0
1941-7705,CIRCULATION-CARDIOVASCULAR QUALITY AND OUTCOMES,0,2,0
1573-4099,CURRENT COMPUTER-AIDED DRUG DESIGN,0,1,0
"Ch. Incomparable: What now, IV. Incomparabilities: A Modelling challenge","Ch. Incomparable: What now, IV. Incomparabilities: A Modelling challenge",0,1,0
J Clin Oncol,J Clin Oncol,0,1,0
0140-6736,LANCET,0,68,0
1758-9193,ALZHEIMERS RESEARCH & THERAPY,0,1,0
1041-6080,LEARNING AND INDIVIDUAL DIFFERENCES,0,1,0
0268-0033,CLINICAL BIOMECHANICS,0,1,0
0022-1309,JOURNAL OF GENERAL PSYCHOLOGY,0,1,0
1553-4510,SOCIAL INFLUENCE,0,1,0
0191-8869,PERSONALITY AND INDIVIDUAL DIFFERENCES,0,5,0
1040-7308,NEUROPSYCHOLOGY REVIEW,0,1,0
1072-4710,ARCHIVES OF PEDIATRICS & ADOLESCENT MEDICINE,0,2,0
0002-9262,AMERICAN JOURNAL OF EPIDEMIOLOGY,0,43,0
J Affect Disord,J Affect Disord,0,1,0
"ESSENTIAL GUIDE TO EFFECT SIZES: STATISTICAL POWER, META-ANALYSIS AND THE INTERPRETATION OF RESEARCH RESULTS","ESSENTIAL GUIDE TO EFFECT SIZES: STATISTICAL POWER, META-ANALYSIS AND THE INTERPRETATION OF RESEARCH RESULTS",0,1,0
0003-1305,AMERICAN STATISTICIAN,0,31,0
1355-6037,HEART,0,1,0
0011-7315,DECISION SCIENCES,0,2,0
0018-9391,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,0,1,0
0737-6782,JOURNAL OF PRODUCT INNOVATION MANAGEMENT,0,3,0
1948-5506,SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE,0,1,0
1523-2409,JOURNAL OF SUPPLY CHAIN MANAGEMENT,0,2,0
0272-6963,JOURNAL OF OPERATIONS MANAGEMENT,0,3,0
Contemp Behav Health Care,Contemp Behav Health Care,0,1,0
Aphasiology,Aphasiology,0,1,0
JOURNAL OF INDUSTRIAL AND PRODUCTION ENGINEERING,JOURNAL OF INDUSTRIAL AND PRODUCTION ENGINEERING,0,1,0
Soc Psychol Personal Sci,Soc Psychol Personal Sci,0,1,0
Evolutionary Psychological Science,Evolutionary Psychological Science,0,1,0
0972-978X,JOURNAL OF ORTHOPAEDICS,0,1,0
0167-5273,INTERNATIONAL JOURNAL OF CARDIOLOGY,0,3,0
0885-6230,INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY,0,2,0
Eur J Soc Psychol,Eur J Soc Psychol,0,1,0
Clin Endocrinol (Oxf),Clin Endocrinol (Oxf),0,1,0
Endocrine Connections,Endocrine Connections,0,1,0
Mol Neurobiol,Mol Neurobiol,0,1,0
Wiley Interdiscip Rev Comput.,Wiley Interdiscip Rev Comput.,0,1,0
<IT>R news</IT>,<IT>R news</IT>,0,2,0
0730-0077,CLINICAL AND EXPERIMENTAL HYPERTENSION PART A-THEORY AND PRACTICE,0,1,0
0263-6352,JOURNAL OF HYPERTENSION,0,5,0
0143-5221,CLINICAL SCIENCE,0,1,0
0194-911X,HYPERTENSION,0,5,0
0959-8138,BRITISH MEDICAL JOURNAL,0,50,0
0267-0623,BRITISH MEDICAL JOURNAL,0,4,0
0193-936X,EPIDEMIOLOGIC REVIEWS,0,4,0
0008-4212,CANADIAN JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY,0,2,0
0035-9254,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS,0,25,0
0003-9926,ARCHIVES OF INTERNAL MEDICINE,0,11,0
0025-729X,MEDICAL JOURNAL OF AUSTRALIA,0,3,0
0950-9240,JOURNAL OF HUMAN HYPERTENSION,0,1,0
0002-8703,AMERICAN HEART JOURNAL,0,1,0
Arch Intern Med,Arch Intern Med,0,1,0
0092-8615,DRUG INFORMATION JOURNAL,0,4,0
1549-1676,PLOS MEDICINE,0,17,0
Syst Rev,Syst Rev,0,1,0
Plos One,Plos One,0,2,0
1070-5511,STRUCTURAL EQUATION MODELING-A MULTIDISCIPLINARY JOURNAL,0,26,0
1558-6898,JOURNAL OF MIXED METHODS RESEARCH,0,3,0
1356-1294,JOURNAL OF EVALUATION IN CLINICAL PRACTICE,0,6,0
1067-5027,JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,0,5,0
1049-7323,QUALITATIVE HEALTH RESEARCH,0,10,0
0091-0562,AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY,0,1,0
0160-6891,RESEARCH IN NURSING & HEALTH,0,3,0
NCRM WORKING PAPER S,NCRM WORKING PAPER S,0,1,0
Evidence Policy,Evidence Policy,0,1,0
SYSTEMS THINKING FOR HEALTH SYSTEMS STRENGTHENING,SYSTEMS THINKING FOR HEALTH SYSTEMS STRENGTHENING,0,1,0
Qual Res,Qual Res,0,2,0
International Journal of Social Research Methodology,International Journal of Social Research Methodology,0,2,0
1525-822X,FIELD METHODS,0,1,0
0002-9637,AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,0,1,0
SYSTEMATIC REVIEWS IN THE SOCIAL SCIENCES: A PRACTICAL GUIDE,SYSTEMATIC REVIEWS IN THE SOCIAL SCIENCES: A PRACTICAL GUIDE,0,3,0
Research in the schools : a nationally refereed journal sponsored by the Mid-South Educational Research Association and the University of Alabama,Research in the schools : a nationally refereed journal sponsored by the Mid-South Educational Research Association and the University of Alabama,0,1,0
Int. J. Qual. Methods,Int. J. Qual. Methods,0,1,0
1044-3983,EPIDEMIOLOGY,0,17,0
0169-2607,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,0,1,0
0090-0036,AMERICAN JOURNAL OF PUBLIC HEALTH,0,4,0
0003-4819,ANNALS OF INTERNAL MEDICINE,0,48,0
Res Syn Meth,Res Syn Meth,0,2,0
PLoS One,PLoS One,0,1,0
0820-3946,CANADIAN MEDICAL ASSOCIATION JOURNAL,0,7,0
1027-3719,INTERNATIONAL JOURNAL OF TUBERCULOSIS AND LUNG DISEASE,0,3,0
0040-6376,THORAX,0,1,0
1058-4838,CLINICAL INFECTIOUS DISEASES,0,2,0
0009-9147,CLINICAL CHEMISTRY,0,1,0
0732-8893,DIAGNOSTIC MICROBIOLOGY AND INFECTIOUS DISEASE,0,1,0
0095-1137,JOURNAL OF CLINICAL MICROBIOLOGY,0,1,0
Am J Manag Care,Am J Manag Care,0,1,0
0934-9723,EUROPEAN JOURNAL OF CLINICAL MICROBIOLOGY & INFECTIOUS DISEASES,0,1,0
1366-5278,HEALTH TECHNOLOGY ASSESSMENT,0,11,0
0319-5724,CANADIAN JOURNAL OF STATISTICS-REVUE CANADIENNE DE STATISTIQUE,0,3,0
1386-9620,HEALTH CARE MANAGEMENT SCIENCE,0,8,0
0040-1706,TECHNOMETRICS,0,5,0
0035-9246,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-METHODOLOGICAL,0,8,0
1618-2510,STATISTICAL METHODS AND APPLICATIONS,0,2,0
1461-023X,ECOLOGY LETTERS,0,4,0
0378-3758,JOURNAL OF STATISTICAL PLANNING AND INFERENCE,0,16,0
0090-5364,ANNALS OF STATISTICS,0,7,0
0167-9473,COMPUTATIONAL STATISTICS & DATA ANALYSIS,0,13,0
0266-4763,JOURNAL OF APPLIED STATISTICS,0,3,0
2045-2322,SCIENTIFIC REPORTS,0,1,0
0090-5550,REHABILITATION PSYCHOLOGY,0,1,0
0894-4105,NEUROPSYCHOLOGY,0,1,0
1061-8600,JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS,0,14,0
1364-503X,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,0,2,0
Surv. Meth.,Surv. Meth.,0,1,0
Journal of Statistical Software,Journal of Statistical Software,0,1,0
0917-5040,JOURNAL OF EPIDEMIOLOGY,0,1,0
0033-5177,QUALITY & QUANTITY,0,2,0
0020-7136,INTERNATIONAL JOURNAL OF CANCER,0,1,0
Teach. Stat.,Teach. Stat.,0,1,0
0025-7974,MEDICINE,0,1,0
Stat Med,Stat Med,0,6,0
Molecular Neurobiology.,Molecular Neurobiology.,0,1,0
Journal of Biometrics & Biostatistics,Journal of Biometrics & Biostatistics,0,2,0
0022-3891,JOURNAL OF PERSONALITY ASSESSMENT,0,2,0
0049-1241,SOCIOLOGICAL METHODS & RESEARCH,0,4,0
0021-9010,JOURNAL OF APPLIED PSYCHOLOGY,0,121,0
0146-6216,APPLIED PSYCHOLOGICAL MEASUREMENT,0,1,0
1389-9457,SLEEP MEDICINE,0,1,0
0887-0446,PSYCHOLOGY & HEALTH,0,2,0
1091-4269,DEPRESSION AND ANXIETY,0,1,0
0003-4851,ANNALS OF MATHEMATICAL STATISTICS,0,4,0
0003-066X,AMERICAN PSYCHOLOGIST,0,36,0
"Journal of the Royal Statistical Society, Series C","Journal of the Royal Statistical Society, Series C",0,1,0
Metron,Metron,0,3,0
1089-2680,REVIEW OF GENERAL PSYCHOLOGY,0,2,0
0033-3174,PSYCHOSOMATIC MEDICINE,0,1,0
0005-7894,BEHAVIOR THERAPY,0,3,0
0161-8105,SLEEP,0,1,0
0001-690X,ACTA PSYCHIATRICA SCANDINAVICA,0,3,0
Phil Trans Royal Soc London: Series A,Phil Trans Royal Soc London: Series A,0,1,0
Applied Psychological Measurement,Applied Psychological Measurement,0,1,0
"Prevalence, Correlates, and Predictors of Insomnia in the US Army Prior to Deployment. Sleep","Prevalence, Correlates, and Predictors of Insomnia in the US Army Prior to Deployment. Sleep",0,1,0
0034-6543,REVIEW OF EDUCATIONAL RESEARCH,0,11,0
0027-3171,MULTIVARIATE BEHAVIORAL RESEARCH,0,17,0
0883-4237,STATISTICAL SCIENCE,0,14,0
0006-3223,BIOLOGICAL PSYCHIATRY,0,2,0
0271-3586,AMERICAN JOURNAL OF INDUSTRIAL MEDICINE,0,1,0
0965-075X,INTERNATIONAL JOURNAL OF SELECTION AND ASSESSMENT,0,7,0
1017-0405,STATISTICA SINICA,0,4,0
0028-4793,NEW ENGLAND JOURNAL OF MEDICINE,0,35,0
0962-8452,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0,7,0
0003-2700,ANALYTICAL CHEMISTRY,0,1,0
1474-4422,LANCET NEUROLOGY,0,1,0
"International Journal of Mathematical, Computational, Statistical, Natural and Physical Engineering","International Journal of Mathematical, Computational, Statistical, Natural and Physical Engineering",0,1,0
Period. Math. Hungarica,Period. Math. Hungarica,0,1,0
Sequential Analysis,Sequential Analysis,0,1,0
0022-3506,JOURNAL OF PERSONALITY,0,1,0
R News,R News,0,5,0
0027-8874,JOURNAL OF THE NATIONAL CANCER INSTITUTE,0,9,0
International Journal of Biostatistics,International Journal of Biostatistics,0,1,0
1471-2296,BMC FAMILY PRACTICE,0,2,0
0263-2136,FAMILY PRACTICE,0,3,0
R package version 1. 0. 6,R package version 1. 0. 6,0,1,0
R package version 0. 2-8,R package version 0. 2-8,0,1,0
R package version 0. 1-5,R package version 0. 1-5,0,1,0
R package version 0. 6-1,R package version 0. 6-1,0,1,0
0278-6133,HEALTH PSYCHOLOGY,0,3,0
1172-7047,CNS DRUGS,0,1,0
0168-8510,HEALTH POLICY,0,3,0
0950-0804,JOURNAL OF ECONOMIC SURVEYS,0,5,0
0167-6296,JOURNAL OF HEALTH ECONOMICS,0,5,0
0007-1080,BRITISH JOURNAL OF INDUSTRIAL RELATIONS,0,2,0
0019-8676,INDUSTRIAL RELATIONS,0,1,0
Proceedings of the Royal Society of Edinburgh,Proceedings of the Royal Society of Edinburgh,0,1,0
POLITICAL ANAL,POLITICAL ANAL,0,1,0
Sociological Methods and Research,Sociological Methods and Research,0,1,0
Cochrane Review,Cochrane Review,0,2,0
EC J IN PRESS,EC J IN PRESS,0,1,0
0195-3613,JOURNAL OF LABOR RESEARCH,0,1,0
0305-9049,OXFORD BULLETIN OF ECONOMICS AND STATISTICS,0,3,0
0895-5646,JOURNAL OF RISK AND UNCERTAINTY,0,1,0
Stata Technical Bulletin,Stata Technical Bulletin,0,2,0
J Econ Surv,J Econ Surv,0,1,0
Foundations and Trends in Microeconomics,Foundations and Trends in Microeconomics,0,1,0
1471-082X,STATISTICAL MODELLING,0,3,0
0163-8998,ANNUAL REVIEW OF NUCLEAR AND PARTICLE SCIENCE,0,2,0
Physical Review D,Physical Review D,0,1,0
Lancet,Lancet,0,3,0
Cochrane Database of Systematic Reviews,Cochrane Database of Systematic Reviews,0,6,0
0022-0221,JOURNAL OF CROSS-CULTURAL PSYCHOLOGY,0,5,0
0361-803X,AMERICAN JOURNAL OF ROENTGENOLOGY,0,3,0
0001-8791,JOURNAL OF VOCATIONAL BEHAVIOR,0,17,0
0272-7358,CLINICAL PSYCHOLOGY REVIEW,0,4,0
1548-0518,JOURNAL OF LEADERSHIP & ORGANIZATIONAL STUDIES,0,1,0
0924-9338,EUROPEAN PSYCHIATRY,0,1,0
R package version 2.16,R package version 2.16,0,1,0
Research Synthesis Methods,Research Synthesis Methods,0,9,0
1053-8569,PHARMACOEPIDEMIOLOGY AND DRUG SAFETY,0,4,0
0315-162X,JOURNAL OF RHEUMATOLOGY,0,1,0
1474-0338,EXPERT OPINION ON DRUG SAFETY,0,1,0
0385-2407,JOURNAL OF DERMATOLOGY,0,1,0
1539-1604,PHARMACEUTICAL STATISTICS,0,7,0
0305-7453,JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY,0,1,0
0002-953X,AMERICAN JOURNAL OF PSYCHIATRY,0,4,0
1473-3099,LANCET INFECTIOUS DISEASES,0,3,0
0306-5251,BRITISH JOURNAL OF CLINICAL PHARMACOLOGY,0,2,0
1397-3142,PEDIATRIC TRANSPLANTATION,0,2,0
0041-1345,TRANSPLANTATION PROCEEDINGS,0,2,0
1527-6465,LIVER TRANSPLANTATION,0,1,0
0041-1337,TRANSPLANTATION,0,1,0
0361-0918,COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION,0,7,0
1600-6135,AMERICAN JOURNAL OF TRANSPLANTATION,0,1,0
1007-9327,WORLD JOURNAL OF GASTROENTEROLOGY,0,2,0
Statistics in Medicine,Statistics in Medicine,0,19,0
0007-0912,BRITISH JOURNAL OF ANAESTHESIA,0,1,0
Evid Based Med,Evid Based Med,0,3,0
Value in Health,Value in Health,0,3,0
1057-9249,PSYCHO-ONCOLOGY,0,1,0
STAT METHODS MED RES,STAT METHODS MED RES,0,3,0
Chapter 1: Introduction,Chapter 1: Introduction,0,1,0
0026-1270,METHODS OF INFORMATION IN MEDICINE,0,2,0
Stata Tech. Bull.,Stata Tech. Bull.,0,1,0
International Journal of Epidemiology.,International Journal of Epidemiology.,0,1,0
0748-1756,MEASUREMENT AND EVALUATION IN COUNSELING AND DEVELOPMENT,0,4,0
Frontiers in psychology,Frontiers in psychology,0,2,0
0167-6806,BREAST CANCER RESEARCH AND TREATMENT,0,2,0
1078-0432,CLINICAL CANCER RESEARCH,0,2,0
1471-2407,BMC CANCER,0,1,0
0923-7534,ANNALS OF ONCOLOGY,0,3,0
1556-0864,JOURNAL OF THORACIC ONCOLOGY,0,3,0
0169-5002,LUNG CANCER,0,2,0
0161-5505,JOURNAL OF NUCLEAR MEDICINE,0,2,0
ADV STAT METHODS HLT,ADV STAT METHODS HLT,0,1,0
Br. J. Cancer,Br. J. Cancer,0,1,0
Medical Journal,Medical Journal,0,1,0
0007-0920,BRITISH JOURNAL OF CANCER,0,4,0
0270-9139,HEPATOLOGY,0,1,0
0168-8278,JOURNAL OF HEPATOLOGY,0,4,0
network meta-analysis of randomised controlled trials,network meta-analysis of randomised controlled trials,0,1,0
1354-3784,EXPERT OPINION ON INVESTIGATIONAL DRUGS,0,1,0
0146-6615,JOURNAL OF MEDICAL VIROLOGY,0,1,0
0008-543X,CANCER,0,3,0
1747-7778,JOURNAL OF SIMULATION,0,1,0
0012-186X,DIABETOLOGIA,0,1,0
0099-5355,LANCET,0,9,0
0266-4623,INTERNATIONAL JOURNAL OF TECHNOLOGY ASSESSMENT IN HEALTH CARE,0,19,0
0149-5992,DIABETES CARE,0,8,0
1474-1776,NATURE REVIEWS DRUG DISCOVERY,0,2,0
1471-2458,BMC PUBLIC HEALTH,0,6,0
0009-9236,CLINICAL PHARMACOLOGY & THERAPEUTICS,0,1,0
0009-7322,CIRCULATION,0,2,0
0049-8254,XENOBIOTICA,0,1,0
0168-9274,APPLIED NUMERICAL MATHEMATICS,0,1,0
0300-7995,CURRENT MEDICAL RESEARCH AND OPINION,0,3,0
0022-510X,JOURNAL OF THE NEUROLOGICAL SCIENCES,0,2,0
0028-3878,NEUROLOGY,0,5,0
1532-0464,JOURNAL OF BIOMEDICAL INFORMATICS,0,1,0
1347-4367,DRUG METABOLISM AND PHARMACOKINETICS,0,1,0
"Health technology assessment (Winchester, England)","Health technology assessment (Winchester, England)",0,6,0
Journal of medical economics,Journal of medical economics,0,1,0
Clinical Science (London),Clinical Science (London),0,1,0
Journal of the National Cancer Institute. Monographs,Journal of the National Cancer Institute. Monographs,0,1,0
0959-8146,BRITISH MEDICAL JOURNAL,0,21,0
0306-7734,INTERNATIONAL STATISTICAL REVIEW,0,6,0
0027-8424,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,0,4,0
SPRINGER SERIES STAT,SPRINGER SERIES STAT,0,2,0
Statistical methods in medical research,Statistical methods in medical research,0,3,0
CRANr-Proj. R package version 4. 3-2,CRANr-Proj. R package version 4. 3-2,0,1,0
