ISSN,TITLE,CITED_OUT,CITED_IN,TOT_ART
0218-3390,JOURNAL OF BIOLOGICAL SYSTEMS,0,0,0
2040-7939,International Journal for Numerical Methods in Biomedical Engineering,0,0,0
1868-1743,Molecular Informatics,0,0,0
1467-5463,BRIEFINGS IN BIOINFORMATICS,0,4,0
1758-0463,Database-The Journal of Biological Databases and Curation,0,0,0
0303-2647,BIOSYSTEMS,0,0,0
0001-5342,ACTA BIOTHEORETICA,0,0,0
2194-573X,International Journal of Biostatistics,0,1,0
1547-1063,Mathematical Biosciences and Engineering,0,0,0
1431-7613,THEORY IN BIOSCIENCES,0,0,0
1946-6315,Statistics in Biopharmaceutical Research,0,3,0
0385-4035,Hokkaido Mathematical Journal,0,0,0
1759-0876,Wiley Interdisciplinary Reviews-Computational Molecular Science,0,0,0
2156-7018,Journal of Medical Imaging and Health Informatics,0,0,0
1756-0381,BioData Mining,0,1,0
2194-6302,Statistical Applications in Genetics and Molecular Biology,0,0,0
0219-7200,Journal of Bioinformatics and Computational Biology,0,0,0
1913-2751,Interdisciplinary Sciences-Computational Life Sciences,0,0,0
2168-2194,IEEE Journal of Biomedical and Health Informatics,0,0,0
1759-2879,Research Synthesis Methods,0,0,0
1662-5196,Frontiers in Neuroinformatics,0,0,0
2041-1480,Journal of Biomedical Semantics,0,0,0
1751-3758,Journal of Biological Dynamics,0,0,0
1687-5265,Computational Intelligence and Neuroscience,0,0,0
0741-0395,GENETIC EPIDEMIOLOGY,0,76,0
0167-9473,COMPUTATIONAL STATISTICS & DATA ANALYSIS,0,126,0
0378-3758,JOURNAL OF STATISTICAL PLANNING AND INFERENCE,0,94,0
1387-5841,METHODOLOGY AND COMPUTING IN APPLIED PROBABILITY,0,5,0
0103-0752,BRAZILIAN JOURNAL OF PROBABILITY AND STATISTICS,0,2,0
0304-4076,JOURNAL OF ECONOMETRICS,0,104,0
1931-6690,BAYESIAN ANALYSIS,0,24,0
0162-1459,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,0,655,0
0304-405X,JOURNAL OF FINANCIAL ECONOMICS,0,14,0
1369-7412,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,0,212,0
0735-0015,JOURNAL OF BUSINESS & ECONOMIC STATISTICS,0,31,0
0034-6527,REVIEW OF ECONOMIC STUDIES,0,9,0
0883-7252,JOURNAL OF APPLIED ECONOMETRICS,0,27,0
Journal of Japan Statistical Society,Journal of Japan Statistical Society,0,2,0
Journal of Time Series Analysis.,Journal of Time Series Analysis.,0,2,0
Journal of the American Statistical Association,Journal of the American Statistical Association,0,20,0
Journal of Empirical Finance,Journal of Empirical Finance,0,6,0
1548-7660,JOURNAL OF STATISTICAL SOFTWARE,0,24,0
0003-4851,ANNALS OF MATHEMATICAL STATISTICS,0,47,0
0277-6693,JOURNAL OF FORECASTING,0,8,0
0090-5364,ANNALS OF STATISTICS,0,481,0
Biometrical Journal,Biometrical Journal,0,2,0
Technical report,Technical report,0,20,0
"Journal of the Royal Statistical Society, Series B","Journal of the Royal Statistical Society, Series B",0,3,0
0035-9254,THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS,0,39,0
0007-1269,BRITISH JOURNAL OF PSYCHOLOGY,0,2,0
0035-9246,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-METHODOLOGICAL,0,142,0
1932-6157,ANNALS OF APPLIED STATISTICS,0,57,0
0883-4237,STATISTICAL SCIENCE,0,50,0
"The London, Edinburgh, and Dublin Philosophical Magazine and Journal of Science","The London, Edinburgh, and Dublin Philosophical Magazine and Journal of Science",0,1,0
LECT NOTES MONOGRAPH,LECT NOTES MONOGRAPH,0,1,0
Stat Sci,Stat Sci,0,9,0
Statistical Methodology,Statistical Methodology,0,4,0
International Encyclopedia of Statistical Science,International Encyclopedia of Statistical Science,0,1,0
1935-7524,ELECTRONIC JOURNAL OF STATISTICS,0,22,0
0167-7152,STATISTICS & PROBABILITY LETTERS,0,75,0
0022-2496,JOURNAL OF MATHEMATICAL PSYCHOLOGY,0,2,0
0033-3123,PSYCHOMETRIKA,0,24,0
1061-8600,JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS,0,67,0
Psychol Rev,Psychol Rev,0,1,0
0266-4763,JOURNAL OF APPLIED STATISTICS,0,20,0
0047-259X,JOURNAL OF MULTIVARIATE ANALYSIS,0,101,0
0306-7734,INTERNATIONAL STATISTICAL REVIEW,0,21,0
0098-7484,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,0,9,0
0319-5724,CANADIAN JOURNAL OF STATISTICS-REVUE CANADIENNE DE STATISTIQUE,0,39,0
0960-3174,STATISTICS AND COMPUTING,0,32,0
0028-0836,NATURE,0,99,0
0012-9682,ECONOMETRICA,0,75,0
International Journal of Biostatistics,International Journal of Biostatistics,0,1,0
0361-0918,COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION,0,27,0
0305-0548,COMPUTERS & OPERATIONS RESEARCH,0,1,0
0040-1706,TECHNOMETRICS,0,52,0
0022-4065,JOURNAL OF QUALITY TECHNOLOGY,0,9,0
0748-8017,QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL,0,3,0
Journal of Nonparametric Statistics,Journal of Nonparametric Statistics,0,1,0
Journal of Statistical Theory and Practice,Journal of Statistical Theory and Practice,0,1,0
Statistical Methods and Applications,Statistical Methods and Applications,0,1,0
Sequential Analysis,Sequential Analysis,0,5,0
Technical Report,Technical Report,0,7,0
Journal of Competitiveness,Journal of Competitiveness,0,1,0
Publ. Inst. Statist. Univ. Paris,Publ. Inst. Statist. Univ. Paris,0,4,0
0377-0427,JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS,0,7,0
0001-8678,ADVANCES IN APPLIED PROBABILITY,0,14,0
1524-1904,APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY,0,2,0
0307-904X,APPLIED MATHEMATICAL MODELLING,0,2,0
0043-1397,WATER RESOURCES RESEARCH,0,10,0
0022-247X,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,0,8,0
Cybernet. Syst.,Cybernet. Syst.,0,1,0
0020-3157,ANNALS OF THE INSTITUTE OF STATISTICAL MATHEMATICS,0,21,0
Proc. Fifth Berkley Symposium in Mathematical Statistics,Proc. Fifth Berkley Symposium in Mathematical Statistics,0,1,0
0303-6898,SCANDINAVIAN JOURNAL OF STATISTICS,0,54,0
1017-0405,STATISTICA SINICA,0,127,0
1053-8119,NEUROIMAGE,0,91,0
1133-0686,TEST,0,11,0
0894-9840,JOURNAL OF THEORETICAL PROBABILITY,0,6,0
Int J Wavelets Multiresolut Inf Process.,Int J Wavelets Multiresolut Inf Process.,0,1,0
Human Brain Mapping,Human Brain Mapping,0,4,0
0036-1445,SIAM REVIEW,0,13,0
0361-0926,COMMUNICATIONS IN STATISTICS-THEORY AND METHODS,0,41,0
1180-4009,ENVIRONMETRICS,0,17,0
0233-1888,STATISTICS,0,16,0
Trans. Amer. Math. Soc.,Trans. Amer. Math. Soc.,0,1,0
Appl. Math. Sci.,Appl. Math. Sci.,0,1,0
Journal of Statistical Software,Journal of Statistical Software,0,8,0
0021-9193,JOURNAL OF BACTERIOLOGY,0,1,0
1097-2765,MOLECULAR CELL,0,3,0
0027-8424,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,0,79,0
0899-7667,NEURAL COMPUTATION,0,8,0
1059-1524,MOLECULAR BIOLOGY OF THE CELL,0,2,0
PloS One,PloS One,0,1,0
Frontiers in Bioscience: A Journal and Virtual Library,Frontiers in Bioscience: A Journal and Virtual Library,0,1,0
1061-4036,NATURE GENETICS,0,76,0
0732-183X,JOURNAL OF CLINICAL ONCOLOGY,0,13,0
0899-1987,MOLECULAR CARCINOGENESIS,0,2,0
1063-651X,PHYSICAL REVIEW E,0,5,0
1078-0432,CLINICAL CANCER RESEARCH,0,7,0
0007-0963,BRITISH JOURNAL OF DERMATOLOGY,0,1,0
0305-1048,NUCLEIC ACIDS RESEARCH,0,51,0
0370-1573,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,0,2,0
0008-543X,CANCER,0,8,0
0008-5472,CANCER RESEARCH,0,5,0
"Bioinformatics (Oxford, England)","Bioinformatics (Oxford, England)",0,2,0
0036-8075,SCIENCE,0,62,0
1088-9051,GENOME RESEARCH,0,25,0
0065-2598,"MICRORNA CANCER REGULATION: ADVANCED CONCEPTS, BIOINFORMATICS AND SYSTEMS BIOLOGY TOOLS",0,2,0
1476-9271,COMPUTATIONAL BIOLOGY AND CHEMISTRY,0,3,0
1078-8956,NATURE MEDICINE,0,4,0
1045-2257,GENES CHROMOSOMES & CANCER,0,3,0
0022-202X,JOURNAL OF INVESTIGATIVE DERMATOLOGY,0,1,0
0885-6125,MACHINE LEARNING,0,16,0
0021-9258,JOURNAL OF BIOLOGICAL CHEMISTRY,0,4,0
1539-3755,PHYSICAL REVIEW E,0,3,0
J. Graph Algorithms Appl.,J. Graph Algorithms Appl.,0,1,0
Notices of the American Mathematical Society,Notices of the American Mathematical Society,0,1,0
1553-7404,PLOS GENETICS,0,7,0
1449-2288,INTERNATIONAL JOURNAL OF BIOLOGICAL SCIENCES,0,1,0
0014-5793,FEBS LETTERS,0,4,0
0004-3702,ARTIFICIAL INTELLIGENCE,0,3,0
1532-4435,JOURNAL OF MACHINE LEARNING RESEARCH,0,38,0
0036-1429,SIAM JOURNAL ON NUMERICAL ANALYSIS,0,5,0
0022-0000,JOURNAL OF COMPUTER AND SYSTEM SCIENCES,0,3,0
0097-5397,SIAM JOURNAL ON COMPUTING,0,1,0
1050-5164,ANNALS OF APPLIED PROBABILITY,0,10,0
0737-4038,MOLECULAR BIOLOGY AND EVOLUTION,0,4,0
1076-9757,JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,0,1,0
Theoretical Computer Science,Theoretical Computer Science,0,1,0
MACHINE LEARNING: A PROBABILISTIC PERSPECTIVE,MACHINE LEARNING: A PROBABILISTIC PERSPECTIVE,0,1,0
BIT (Nordisk Tidskrift for Informationsbehandling),BIT (Nordisk Tidskrift for Informationsbehandling),0,1,0
1439-8516,ACTA MATHEMATICA SINICA-ENGLISH SERIES,0,2,0
1380-7870,LIFETIME DATA ANALYSIS,0,23,0
0091-1798,ANNALS OF PROBABILITY,0,38,0
0262-8856,IMAGE AND VISION COMPUTING,0,2,0
0360-0300,ACM COMPUTING SURVEYS,0,2,0
Extremes,Extremes,0,10,0
COMPUTATION STAT,COMPUTATION STAT,0,1,0
ANNALS OF MATHEMATICS,ANNALS OF MATHEMATICS,0,1,0
Stat. Sci.,Stat. Sci.,0,1,0
0026-1424,METRON-INTERNATIONAL JOURNAL OF STATISTICS,0,1,0
WILEY SERIES PROBABI,WILEY SERIES PROBABI,0,1,0
Working Paper n. 2002.16,Working Paper n. 2002.16,0,1,0
1471-003X,NATURE REVIEWS NEUROSCIENCE,0,2,0
0031-9007,PHYSICAL REVIEW LETTERS,0,4,0
0176-4268,JOURNAL OF CLASSIFICATION,0,9,0
1932-6203,PLOS ONE,0,31,0
1097-6256,NATURE NEUROSCIENCE,0,1,0
2470-0045,PHYSICAL REVIEW E,0,2,0
0360-0572,"ANNUAL REVIEW OF SOCIOLOGY, VOL 37",0,1,0
J. Complex Networks,J. Complex Networks,0,1,0
Publicationes Mathematicae (Debrecen),Publicationes Mathematicae (Debrecen),0,3,0
Applied Statistics,Applied Statistics,0,8,0
arXiv preprint arXiv:1402.4296,arXiv preprint arXiv:1402.4296,0,1,0
arXiv preprint arXiv: 1309.4796,arXiv preprint arXiv: 1309.4796,0,1,0
R News,R News,0,4,0
Statistics surveys,Statistics surveys,0,1,0
2157-6904,ACM TRANSACTIONS ON INTELLIGENT SYSTEMS AND TECHNOLOGY,0,1,0
0378-4371,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,0,6,0
1553-7390,PLOS GENETICS,0,22,0
0002-9297,AMERICAN JOURNAL OF HUMAN GENETICS,0,89,0
0016-6731,GENETICS,0,47,0
1527-8204,ANNUAL REVIEW OF GENOMICS AND HUMAN GENETICS,0,4,0
0747-4938,ECONOMETRIC REVIEWS,0,6,0
1471-0056,NATURE REVIEWS GENETICS,0,28,0
Am J Epidemiol.,Am J Epidemiol.,0,1,0
0003-4800,ANNALS OF HUMAN GENETICS,0,17,0
1369-5266,CURRENT OPINION IN PLANT BIOLOGY,0,1,0
0340-6717,HUMAN GENETICS,0,8,0
0018-067X,HEREDITY,0,3,0
0168-9525,TRENDS IN GENETICS,0,7,0
1746-4811,PLANT METHODS,0,1,0
1464-7931,BIOLOGICAL REVIEWS,0,1,0
2160-1836,G3-GENES GENOMES GENETICS,0,1,0
1470-269X,PHARMACOGENOMICS JOURNAL,0,2,0
Journal of the Japan Statistical Society,Journal of the Japan Statistical Society,0,2,0
Nature Reviews Genetics,Nature Reviews Genetics,0,5,0
1094-8341,PHYSIOLOGICAL GENOMICS,0,4,0
Math. Probl. Eng.,Math. Probl. Eng.,0,1,0
J Biom Biostat,J Biom Biostat,0,2,0
The Pharmacogenomics Journal,The Pharmacogenomics Journal,0,1,0
J. Japan Statist. Soc,J. Japan Statist. Soc,0,1,0
arXiv preprint arXiv:1310.2926,arXiv preprint arXiv:1310.2926,0,1,0
0943-4062,COMPUTATIONAL STATISTICS,0,14,0
STUDIES INCOME WEALT,STUDIES INCOME WEALT,0,1,0
0168-9673,ACTA MATHEMATICAE APPLICATAE SINICA-ENGLISH SERIES,0,1,0
0002-9262,AMERICAN JOURNAL OF EPIDEMIOLOGY,0,22,0
0965-2140,ADDICTION,0,1,0
0090-466X,JOURNAL OF PHARMACOKINETICS AND BIOPHARMACEUTICS,0,2,0
Methods in enzymology,Methods in enzymology,0,1,0
1618-2510,STATISTICAL METHODS AND APPLICATIONS,0,4,0
0932-5026,STATISTICAL PAPERS,0,9,0
1226-3192,JOURNAL OF THE KOREAN STATISTICAL SOCIETY,0,9,0
Studia Sci. Math. Hung.,Studia Sci. Math. Hung.,0,2,0
R package v. 2. 0,R package v. 2. 0,0,1,0
1352-8505,ENVIRONMENTAL AND ECOLOGICAL STATISTICS,0,5,0
Biometrika,Biometrika,0,10,0
Journal of Econometrics,Journal of Econometrics,0,3,0
Statistical Distributions in Scientific Work,Statistical Distributions in Scientific Work,0,1,0
1645-6726,REVSTAT-STATISTICAL JOURNAL,0,4,0
1054-3406,JOURNAL OF BIOPHARMACEUTICAL STATISTICS,0,8,0
0022-1082,JOURNAL OF FINANCE,0,16,0
0169-2070,INTERNATIONAL JOURNAL OF FORECASTING,0,14,0
0020-6598,INTERNATIONAL ECONOMIC REVIEW,0,9,0
0305-9049,OXFORD BULLETIN OF ECONOMICS AND STATISTICS,0,7,0
Journal of Time Series Analysis,Journal of Time Series Analysis,0,11,0
Rev Econ Stat,Rev Econ Stat,0,1,0
R package version 1.,R package version 1.,0,1,0
The Journal of Derivatives,The Journal of Derivatives,0,3,0
0021-9398,JOURNAL OF BUSINESS,0,6,0
1352-4739,JAPANESE ECONOMIC REVIEW,0,1,0
0165-1889,JOURNAL OF ECONOMIC DYNAMICS & CONTROL,0,5,0
Federal Reserve Bank of New York Economic Policy Review,Federal Reserve Bank of New York Economic Policy Review,0,1,0
Jouranl of Risk,Jouranl of Risk,0,1,0
Econometric Reviews,Econometric Reviews,0,4,0
1350-7265,BERNOULLI,0,41,0
0021-9606,JOURNAL OF CHEMICAL PHYSICS,0,4,0
package version 1. 5.,package version 1. 5.,0,1,0
ESAIM: Probabilty and Statistics,ESAIM: Probabilty and Statistics,0,2,0
Comput Stat,Comput Stat,0,1,0
"MIXED EFFECTS MODELS FOR THE POPULATION APPROACH: MODELS, TASKS, METHODS AND TOOLS","MIXED EFFECTS MODELS FOR THE POPULATION APPROACH: MODELS, TASKS, METHODS AND TOOLS",0,1,0
STAT,STAT,0,3,0
1369-1473,AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS,0,9,0
1076-9986,JOURNAL OF EDUCATIONAL AND BEHAVIORAL STATISTICS,0,4,0
0039-0402,STATISTICA NEERLANDICA,0,9,0
0177-5103,DISEASES OF AQUATIC ORGANISMS,0,1,0
1471-082X,STATISTICAL MODELLING,0,8,0
0895-3309,JOURNAL OF ECONOMIC PERSPECTIVES,0,1,0
0094-9655,JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,0,17,0
0022-1694,JOURNAL OF HYDROLOGY,0,2,0
Union,Union,0,1,0
Stat. Methodol,Stat. Methodol,0,1,0
1082-989X,PSYCHOLOGICAL METHODS,0,7,0
0018-8158,HYDROBIOLOGIA,0,1,0
0272-6386,AMERICAN JOURNAL OF KIDNEY DISEASES,0,1,0
1046-6673,JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,0,1,0
BMC Nephrology,BMC Nephrology,0,1,0
1048-5252,JOURNAL OF NONPARAMETRIC STATISTICS,0,17,0
1816-2711,PAKISTAN JOURNAL OF STATISTICS AND OPERATION RESEARCH,0,3,0
0951-8320,RELIABILITY ENGINEERING & SYSTEM SAFETY,0,2,0
1019-7168,ADVANCES IN COMPUTATIONAL MATHEMATICS,0,2,0
0378-4754,MATHEMATICS AND COMPUTERS IN SIMULATION,0,5,0
1303-5010,HACETTEPE JOURNAL OF MATHEMATICS AND STATISTICS,0,1,0
1110-757X,JOURNAL OF APPLIED MATHEMATICS,0,2,0
0018-9529,IEEE TRANSACTIONS ON RELIABILITY,0,11,0
Comput Appl Math J,Comput Appl Math J,0,1,0
Journal of Data Science,Journal of Data Science,0,6,0
Pak. J. Stat. Oper. Res,Pak. J. Stat. Oper. Res,0,1,0
Communication in Statistics: Simulation and Computation,Communication in Statistics: Simulation and Computation,0,1,0
EUROPEAN JOURNAL OF PURE AND APPLIED MATHEMATICS,EUROPEAN JOURNAL OF PURE AND APPLIED MATHEMATICS,0,1,0
International Journal of Basic and Applied Sciences,International Journal of Basic and Applied Sciences,0,1,0
Austrian J. Stat.,Austrian J. Stat.,0,1,0
International Journal of Open Problems in Computer Science,International Journal of Open Problems in Computer Science,0,1,0
ProbStat Forum,ProbStat Forum,0,1,0
Far East Journal of Theoretical Statistics,Far East Journal of Theoretical Statistics,0,1,0
Interstat Electron,Interstat Electron,0,1,0
Austrian Journal of Statistics,Austrian Journal of Statistics,0,2,0
arXiv preprint arXiv:0901.0434,arXiv preprint arXiv:0901.0434,0,1,0
Communications in Statistics-Theory and Methods,Communications in Statistics-Theory and Methods,0,2,0
IEEE Transactions on Reliability,IEEE Transactions on Reliability,0,1,0
Research Paper,Research Paper,0,1,0
0885-2308,COMPUTER SPEECH AND LANGUAGE,0,1,0
0891-2017,COMPUTATIONAL LINGUISTICS,0,2,0
1532-2882,JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY,0,1,0
SIGHAN,SIGHAN,0,1,0
Machine Learning,Machine Learning,0,1,0
Proc. Int'l Conf. Machine Learning,Proc. Int'l Conf. Machine Learning,0,1,0
Empirical Methods in Natural Language Processing,Empirical Methods in Natural Language Processing,0,1,0
Computational Linguistics and Chinese Language Processing,Computational Linguistics and Chinese Language Processing,0,1,0
ACM Transactions on Speech and Language Processing,ACM Transactions on Speech and Language Processing,0,1,0
1535-6108,CANCER CELL,0,4,0
0003-1305,AMERICAN STATISTICIAN,0,19,0
"RECURSIVE PARTITIONING AND APPLICATIONS, SECOND EDITION","RECURSIVE PARTITIONING AND APPLICATIONS, SECOND EDITION",0,1,0
1384-5810,DATA MINING AND KNOWLEDGE DISCOVERY,0,7,0
1939-0068,WILEY INTERDISCIPLINARY REVIEWS-COMPUTATIONAL STATISTICS,0,2,0
ADV KERNEL METHODS S,ADV KERNEL METHODS S,0,1,0
ADV NEURAL INFORM PR,ADV NEURAL INFORM PR,0,4,0
0010-0285,COGNITIVE PSYCHOLOGY,0,1,0
0099-5355,LANCET,0,3,0
0028-4793,NEW ENGLAND JOURNAL OF MEDICINE,0,30,0
0361-5960,CANCER TREATMENT REPORTS,0,1,0
0950-2688,JOURNAL OF HYGIENE,0,2,0
0937-941X,OSTEOPOROSIS INTERNATIONAL,0,5,0
N Engl J Med,N Engl J Med,0,1,0
J Miner Stoffwechs,J Miner Stoffwechs,0,1,0
"Sankhya, Series A, Indian Journal of Statistics","Sankhya, Series A, Indian Journal of Statistics",0,1,0
0176-4276,CONSTRUCTIVE APPROXIMATION,0,3,0
0951-7715,NONLINEARITY,0,1,0
0036-1399,SIAM JOURNAL ON APPLIED MATHEMATICS,0,2,0
0022-2488,JOURNAL OF MATHEMATICAL PHYSICS,0,1,0
0021-9002,JOURNAL OF APPLIED PROBABILITY,0,17,0
"Nonlinear semigroups, partial differential equations and attractors (Washington, DC, 1987)","Nonlinear semigroups, partial differential equations and attractors (Washington, DC, 1987)",0,1,0
Trans. IEEE Pattern Anal. Machine Intell.,Trans. IEEE Pattern Anal. Machine Intell.,0,1,0
WAVELETS AND THEIR APPLICATIONS,WAVELETS AND THEIR APPLICATIONS,0,1,0
GENERAL SYSTEMS YB,GENERAL SYSTEMS YB,0,1,0
0026-1335,METRIKA,0,8,0
1674-7283,SCIENCE CHINA-MATHEMATICS,0,3,0
Journal of the Italian Statistical Association,Journal of the Italian Statistical Association,0,1,0
An Introduction to Regression Graphics,An Introduction to Regression Graphics,0,1,0
0020-9996,INVESTIGATIVE RADIOLOGY,0,1,0
1076-6332,ACADEMIC RADIOLOGY,0,1,0
0001-4966,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,0,1,0
Academic Radiology,Academic Radiology,0,1,0
J. Nonparametr. Stat,J. Nonparametr. Stat,0,1,0
0266-4666,ECONOMETRIC THEORY,0,24,0
Department of Economics Working Paper No. 277,Department of Economics Working Paper No. 277,0,1,0
Stat. Probab. Lett.,Stat. Probab. Lett.,0,1,0
J. Data Sci.,J. Data Sci.,0,2,0
1687-8132,ADVANCES IN MECHANICAL ENGINEERING,0,1,0
1010-061X,JOURNAL OF EVOLUTIONARY BIOLOGY,0,1,0
0378-1119,GENE,0,2,0
1471-2164,BMC GENOMICS,0,6,0
1755-8794,BMC MEDICAL GENOMICS,0,2,0
0001-5652,HUMAN HEREDITY,0,20,0
1474-4422,LANCET NEUROLOGY,0,1,0
1471-2350,BMC MEDICAL GENETICS,0,2,0
1018-4813,EUROPEAN JOURNAL OF HUMAN GENETICS,0,10,0
Statistical Applications in Genetics and Molecular Biology,Statistical Applications in Genetics and Molecular Biology,0,1,0
Journal of the Royal Statistical Society. Series B (Methodological),Journal of the Royal Statistical Society. Series B (Methodological),0,3,0
Genetic Epidemiology,Genetic Epidemiology,0,2,0
1750-1911,EPIGENOMICS,0,1,0
0140-6736,LANCET,0,6,0
1476-4598,MOLECULAR CANCER,0,1,0
0278-5846,PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY,0,1,0
1465-6906,GENOME BIOLOGY,0,3,0
0022-2593,JOURNAL OF MEDICAL GENETICS,0,4,0
0950-9232,ONCOGENE,0,1,0
1398-9219,TRAFFIC,0,1,0
1087-0156,NATURE BIOTECHNOLOGY,0,28,0
1471-4914,TRENDS IN MOLECULAR MEDICINE,0,2,0
1351-0088,ENDOCRINE-RELATED CANCER,0,3,0
1474-760X,GENOME BIOLOGY,0,10,0
1548-7091,NATURE METHODS,0,23,0
0165-7836,FISHERIES RESEARCH,0,1,0
Biometrical J.,Biometrical J.,0,1,0
Empir Econ,Empir Econ,0,1,0
American Statistics Association and American Society for Quality,American Statistics Association and American Society for Quality,0,2,0
Int. J. Statist. Probab.,Int. J. Statist. Probab.,0,1,0
Overview and field report,Overview and field report,0,1,0
ASTIN Bulletin,ASTIN Bulletin,0,3,0
0278-0062,IEEE TRANSACTIONS ON MEDICAL IMAGING,0,14,0
0006-3223,BIOLOGICAL PSYCHIATRY,0,4,0
1056-4993,CHILD AND ADOLESCENT PSYCHIATRIC CLINICS OF NORTH AMERICA,0,1,0
1534-7362,JOURNAL OF VISION,0,1,0
0920-9964,SCHIZOPHRENIA RESEARCH,0,3,0
0924-9907,JOURNAL OF MATHEMATICAL IMAGING AND VISION,0,1,0
0304-3940,NEUROSCIENCE LETTERS,0,1,0
0302-9743,"NEURAL INFORMATION PROCESSING, PART I",0,12,0
0077-8923,ADVANCING FROM THE VENTRAL STRIATUM TO THE EXTENDED AMYGDALA: IMPLICATIONS FOR NEUROPSYCHIATRY AND DRUG ABUSE: IN HONOR OF LENNART HEIMER,0,2,0
0165-1781,PSYCHIATRY RESEARCH-NEUROIMAGING,0,2,0
1077-2626,IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,0,1,0
0007-1250,BRITISH JOURNAL OF PSYCHIATRY,0,1,0
1065-9471,HUMAN BRAIN MAPPING,0,27,0
Frontiers in Neurology,Frontiers in Neurology,0,1,0
Int I Comput Intell Res,Int I Comput Intell Res,0,1,0
Cereb Cortex,Cereb Cortex,0,1,0
0006-8950,BRAIN,0,3,0
0362-9791,JOURNAL OF EDUCATIONAL STATISTICS,0,2,0
0340-5354,JOURNAL OF NEUROLOGY,0,1,0
1094-687X,"2005 27th Annual International Conference of the IEEE Engineering in Medicine and Biology Society, Vols 1-7",0,2,0
0925-4927,PSYCHIATRY RESEARCH-NEUROIMAGING,0,1,0
0021-9967,JOURNAL OF COMPARATIVE NEUROLOGY,0,1,0
Cerebral Cortex,Cerebral Cortex,0,1,0
