ISSN,TITLE,CITED_OUT,CITED_IN,TOT_ART
1369-7412,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,0,64,0
0392-856X,CLINICAL AND EXPERIMENTAL RHEUMATOLOGY,0,1,0
Biometrie und Informatik in Medizin und Biologie,Biometrie und Informatik in Medizin und Biologie,0,2,0
0035-9246,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-METHODOLOGICAL,0,34,0
0883-4237,STATISTICAL SCIENCE,0,38,0
0162-1459,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,0,270,0
0149-5992,DIABETES CARE,0,6,0
0009-7322,CIRCULATION,0,8,0
Journal of Biopharmaceutical Statistics,Journal of Biopharmaceutical Statistics,0,10,0
0009-7330,CIRCULATION RESEARCH,0,2,0
1473-3099,LANCET INFECTIOUS DISEASES,0,2,0
1058-4838,CLINICAL INFECTIOUS DISEASES,0,8,0
0264-410X,VACCINE,0,3,0
0899-823X,INFECTION CONTROL AND HOSPITAL EPIDEMIOLOGY,0,1,0
0820-3946,CANADIAN MEDICAL ASSOCIATION JOURNAL,0,3,0
0885-6125,MACHINE LEARNING,0,5,0
0960-3174,STATISTICS AND COMPUTING,0,14,0
1932-6157,ANNALS OF APPLIED STATISTICS,0,10,0
0167-9473,COMPUTATIONAL STATISTICS & DATA ANALYSIS,0,43,0
0090-5364,ANNALS OF STATISTICS,0,73,0
1532-4435,JOURNAL OF MACHINE LEARNING RESEARCH,0,7,0
STAT,STAT,0,2,0
International Journal of Biostatistics,International Journal of Biostatistics,0,2,0
0049-1241,SOCIOLOGICAL METHODS & RESEARCH,0,2,0
Pharmacopeia Forum,Pharmacopeia Forum,0,2,0
2050-084X,ELIFE,0,1,0
0950-9232,ONCOGENE,0,1,0
0035-9254,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS,0,30,0
1936-0975,BAYESIAN ANALYSIS,0,1,0
0277-3732,AMERICAN JOURNAL OF CLINICAL ONCOLOGY-CANCER CLINICAL TRIALS,0,1,0
JOURNAL OF PROBABILITY AND STATISTICS,JOURNAL OF PROBABILITY AND STATISTICS,0,1,0
1550-7416,AAPS JOURNAL,0,7,0
0893-0341,ALZHEIMER DISEASE & ASSOCIATED DISORDERS,0,6,0
1932-6203,PLOS ONE,0,12,0
1471-2377,BMC NEUROLOGY,0,1,0
0961-8368,PROTEIN SCIENCE,0,1,0
1548-7660,JOURNAL OF STATISTICAL SOFTWARE,0,9,0
0724-8741,PHARMACEUTICAL RESEARCH,0,8,0
ASA SIAM SERIES STAT,ASA SIAM SERIES STAT,0,1,0
Drug Des Open Access,Drug Des Open Access,0,1,0
0003-1305,AMERICAN STATISTICIAN,0,47,0
0167-7152,STATISTICS & PROBABILITY LETTERS,0,18,0
1061-8600,JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS,0,8,0
AMER JOUR HYG,AMER JOUR HYG,0,1,0
0003-4819,ANNALS OF INTERNAL MEDICINE,0,18,0
0036-5513,SCANDINAVIAN JOURNAL OF CLINICAL & LABORATORY INVESTIGATION,0,1,0
0731-7085,JOURNAL OF PHARMACEUTICAL AND BIOMEDICAL ANALYSIS,0,1,0
CLSI document EP05-A3,CLSI document EP05-A3,0,1,0
Document ep25-a,Document ep25-a,0,1,0
0022-2496,JOURNAL OF MATHEMATICAL PSYCHOLOGY,0,8,0
1464-4096,BJU INTERNATIONAL,0,2,0
0937-3462,INTERNATIONAL UROGYNECOLOGY JOURNAL,0,2,0
0040-1706,TECHNOMETRICS,0,38,0
Statistics in Biopharmaceutical Research,Statistics in Biopharmaceutical Research,0,7,0
Indag Math.,Indag Math.,0,2,0
ANNALS OF MATHEMATICAL STATISTICS,ANNALS OF MATHEMATICAL STATISTICS,0,9,0
Journal of Data Science,Journal of Data Science,0,1,0
0301-0163,HORMONE RESEARCH,0,1,0
0391-4097,JOURNAL OF ENDOCRINOLOGICAL INVESTIGATION,0,1,0
J Bioequiv Bioavailab,J Bioequiv Bioavailab,0,1,0
EMEA/CHMP/BMWP/42832/2005,EMEA/CHMP/BMWP/42832/2005,0,1,0
Communications in Statistics-Theory and Methods,Communications in Statistics-Theory and Methods,0,1,0
International Journal of Clinical Biostatistics and Biometrics,International Journal of Clinical Biostatistics and Biometrics,0,1,0
Commun Stat Seq Anal,Commun Stat Seq Anal,0,1,0
0167-6296,JOURNAL OF HEALTH ECONOMICS,0,1,0
0007-0912,BRITISH JOURNAL OF ANAESTHESIA,0,2,0
1323-1316,PSYCHIATRY AND CLINICAL NEUROSCIENCES,0,1,0
0039-2499,STROKE,0,2,0
0027-8424,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,0,20,0
0012-6667,DRUGS,0,1,0
0026-1335,METRIKA,0,3,0
OPTIMAL DESIGN FOR NONLINEAR RESPONSE MODELS,OPTIMAL DESIGN FOR NONLINEAR RESPONSE MODELS,0,1,0
LECT NOTES STAT,LECT NOTES STAT,0,2,0
0767-3981,FUNDAMENTAL & CLINICAL PHARMACOLOGY,0,2,0
Breast Cancer Research,Breast Cancer Research,0,1,0
Journalof Data Science,Journalof Data Science,0,1,0
0007-1188,BRITISH JOURNAL OF PHARMACOLOGY,0,1,0
0895-4356,JOURNAL OF CLINICAL EPIDEMIOLOGY,0,25,0
0081-1750,"SOCIOLOGICAL METHODOLOGY 1995, VOL 25",0,1,0
1044-3983,EPIDEMIOLOGY,0,9,0
Pharmaceutical Statistics,Pharmaceutical Statistics,0,7,0
1759-4774,NATURE REVIEWS CLINICAL ONCOLOGY,0,3,0
1525-7304,CLINICAL LUNG CANCER,0,2,0
SANKHYA,SANKHYA,0,1,0
0319-5724,CANADIAN JOURNAL OF STATISTICS-REVUE CANADIENNE DE STATISTIQUE,0,11,0
0943-4062,COMPUTATIONAL STATISTICS,0,3,0
1369-1473,AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS,0,6,0
"Reliability, IEEE Transactions on","Reliability, IEEE Transactions on",0,1,0
CHAPMAN HALL CRC BIO,CHAPMAN HALL CRC BIO,0,1,0
Statistical Methods in Medical Research,Statistical Methods in Medical Research,0,6,0
Statistics in Medicine,Statistics in Medicine,0,25,0
Statistica Sinica,Statistica Sinica,0,1,0
Journal of Computational Statistics,Journal of Computational Statistics,0,1,0
0006-3223,BIOLOGICAL PSYCHIATRY,0,3,0
Publication RM03/JH17/MIC,Publication RM03/JH17/MIC,0,3,0
CLINICAL TRIALS WITH MISSING DATA: A GUIDE FOR PRACTITIONERS,CLINICAL TRIALS WITH MISSING DATA: A GUIDE FOR PRACTITIONERS,0,2,0
Journal of Biopharma Statistics,Journal of Biopharma Statistics,0,2,0
"Journal of the Royal Statistical Society, Series B","Journal of the Royal Statistical Society, Series B",0,4,0
1380-7870,LIFETIME DATA ANALYSIS,0,8,0
J Immuno Ther Cancer,J Immuno Ther Cancer,0,2,0
0016-5085,GASTROENTEROLOGY,0,2,0
0269-2813,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,0,1,0
American Journal of Biostatistics,American Journal of Biostatistics,0,1,0
Austrian Journal of Statistics,Austrian Journal of Statistics,0,1,0
0007-0920,BRITISH JOURNAL OF CANCER,0,8,0
0163-7525,ANNUAL REVIEW OF PUBLIC HEALTH,0,8,0
Stat Med,Stat Med,0,8,0
Controlled Clinical Trials,Controlled Clinical Trials,0,3,0
0009-8981,CLINICA CHIMICA ACTA,0,1,0
0306-5251,BRITISH JOURNAL OF CLINICAL PHARMACOLOGY,0,6,0
Journal of Health Economics,Journal of Health Economics,0,1,0
0033-8419,RADIOLOGY,0,8,0
0303-6898,SCANDINAVIAN JOURNAL OF STATISTICS,0,24,0
1436-3291,GASTRIC CANCER,0,1,0
1341-9625,INTERNATIONAL JOURNAL OF CLINICAL ONCOLOGY,0,1,0
0020-3157,ANNALS OF THE INSTITUTE OF STATISTICAL MATHEMATICS,0,4,0
1471-2288,BMC MEDICAL RESEARCH METHODOLOGY,0,5,0
Drug Inf J,Drug Inf J,0,4,0
arXiv: 0810. 2124v1.,arXiv: 0810. 2124v1.,0,1,0
AAPS PharmSciTech.,AAPS PharmSciTech.,0,3,0
Statistical Methods and Applications,Statistical Methods and Applications,0,1,0
Cap. 2.6.21,Cap. 2.6.21,0,1,0
0306-7734,INTERNATIONAL STATISTICAL REVIEW,0,27,0
0027-8874,JOURNAL OF THE NATIONAL CANCER INSTITUTE,0,30,0
0021-9681,JOURNAL OF CHRONIC DISEASES,0,11,0
Journal of Computational and Graphical Statistics,Journal of Computational and Graphical Statistics,0,5,0
0007-1285,BRITISH JOURNAL OF RADIOLOGY,0,2,0
1674-2788,JOURNAL OF MOLECULAR CELL BIOLOGY,0,1,0
0192-6233,TOXICOLOGIC PATHOLOGY,0,10,0
0008-5472,CANCER RESEARCH,0,6,0
IARC monographs on the evaluation of the carcinogenic risk of chemicals to humans. Supplement,IARC monographs on the evaluation of the carcinogenic risk of chemicals to humans. Supplement,0,1,0
Communications in Statistics-Simulation and Computation,Communications in Statistics-Simulation and Computation,0,1,0
Toxicologic Pathology,Toxicologic Pathology,0,2,0
2044-6055,BMJ OPEN,0,1,0
1017-0405,STATISTICA SINICA,0,16,0
0002-9262,AMERICAN JOURNAL OF EPIDEMIOLOGY,0,19,0
0361-0926,COMMUNICATIONS IN STATISTICS-THEORY AND METHODS,0,35,0
The New England Journal of Medicine,The New England Journal of Medicine,0,1,0
MMWR Morbidity MortalityWeekly Report,MMWR Morbidity MortalityWeekly Report,0,1,0
0047-259X,JOURNAL OF MULTIVARIATE ANALYSIS,0,9,0
1618-2510,STATISTICAL METHODS AND APPLICATIONS,0,2,0
0266-4763,JOURNAL OF APPLIED STATISTICS,0,8,0
0300-9475,SCANDINAVIAN JOURNAL OF IMMUNOLOGY,0,1,0
Stat Sci,Stat Sci,0,6,0
0098-7484,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,0,42,0
0028-0836,NATURE,0,10,0
0036-1445,SIAM REVIEW,0,1,0
IMAGE PROCESSING AND JUMP REGRESSION ANALYSIS,IMAGE PROCESSING AND JUMP REGRESSION ANALYSIS,0,1,0
0002-9513,AMERICAN JOURNAL OF PHYSIOLOGY,0,1,0
0196-0644,ANNALS OF EMERGENCY MEDICINE,0,4,0
0022-3166,JOURNAL OF NUTRITION,0,2,0
0312-5963,CLINICAL PHARMACOKINETICS,0,8,0
0378-5173,INTERNATIONAL JOURNAL OF PHARMACEUTICS,0,3,0
0094-9655,JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,0,11,0
0361-5995,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,0,1,0
0021-8812,JOURNAL OF ANIMAL SCIENCE,0,2,0
0003-4851,ANNALS OF MATHEMATICAL STATISTICS,0,35,0
J Physiol,J Physiol,0,1,0
BIOCHEMISCHE ZEITSCHRIFT,BIOCHEMISCHE ZEITSCHRIFT,0,1,0
Journal of Control Science and Engineering,Journal of Control Science and Engineering,0,1,0
0026-1270,METHODS OF INFORMATION IN MEDICINE,0,4,0
EMA/CPMP/EWP/1776/99,EMA/CPMP/EWP/1776/99,0,3,0
"Panel on Handling Missing Data in Clinical Trials, Committee on National Statistics, Division of Behavioural and Social Sciences and Education","Panel on Handling Missing Data in Clinical Trials, Committee on National Statistics, Division of Behavioural and Social Sciences and Education",0,9,0
Biometrics,Biometrics,0,6,0
1351-0711,OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,0,1,0
0959-8049,EUROPEAN JOURNAL OF CANCER,0,12,0
0002-8703,AMERICAN HEART JOURNAL,0,6,0
0007-1250,BRITISH JOURNAL OF PSYCHIATRY,0,1,0
Diabetes Care,Diabetes Care,0,4,0
1046-2023,METHODS,0,1,0
0022-1759,JOURNAL OF IMMUNOLOGICAL METHODS,0,1,0
0003-2697,ANALYTICAL BIOCHEMISTRY,0,2,0
0022-0957,JOURNAL OF EXPERIMENTAL BOTANY,0,1,0
1352-8505,ENVIRONMENTAL AND ECOLOGICAL STATISTICS,0,4,0
0022-538X,JOURNAL OF VIROLOGY,0,3,0
0269-9370,AIDS,0,2,0
Radioimmunoassay and Related Procedures in Medicine,Radioimmunoassay and Related Procedures in Medicine,0,1,0
1471-082X,STATISTICAL MODELLING,0,2,0
1170-7690,PHARMACOECONOMICS,0,2,0
1098-3015,VALUE IN HEALTH,0,11,0
0272-989X,MEDICAL DECISION MAKING,0,12,0
0099-5355,LANCET,0,5,0
Clin Infect Dis.,Clin Infect Dis.,0,1,0
Journal of Statistical Computation and Simulation,Journal of Statistical Computation and Simulation,0,2,0
1745-6215,TRIALS,0,7,0
0360-3016,INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,0,1,0
European Heart Journal,European Heart Journal,0,1,0
0039-0526,STATISTICIAN,0,8,0
0148-7299,AMERICAN JOURNAL OF MEDICAL GENETICS,0,1,0
0098-3500,ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE,0,1,0
Applied Statistics,Applied Statistics,0,4,0
0363-9045,DRUG DEVELOPMENT AND INDUSTRIAL PHARMACY,0,3,0
1530-9932,AAPS PHARMSCITECH,0,4,0
ASTM E2709-12,ASTM E2709-12,0,1,0
ASTM E2810-11e2,ASTM E2810-11e2,0,1,0
Journal of Pharmaceuti- cal Innovation,Journal of Pharmaceuti- cal Innovation,0,1,0
Pharmaceutical Engineering,Pharmaceutical Engineering,0,1,0
Pharm. Tech.,Pharm. Tech.,0,1,0
Journal of Pharmaceutical Innovation,Journal of Pharmaceutical Innovation,0,2,0
0018-9286,IEEE TRANSACTIONS ON AUTOMATIC CONTROL,0,2,0
0964-1998,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,0,6,0
0091-0635,JOURNAL OF RESEARCH OF THE NATIONAL BUREAU OF STANDARDS,0,1,0
0033-0620,PROGRESS IN CARDIOVASCULAR DISEASES,0,2,0
BMC Medical Research Methodology,BMC Medical Research Methodology,0,4,0
0903-1936,EUROPEAN RESPIRATORY JOURNAL,0,2,0
0012-3692,CHEST,0,2,0
0090-3493,CRITICAL CARE MEDICINE,0,2,0
Ultrasound in Obstetrics & Gynecology,Ultrasound in Obstetrics & Gynecology,0,1,0
1082-989X,PSYCHOLOGICAL METHODS,0,8,0
0706-7437,CANADIAN JOURNAL OF PSYCHIATRY-REVUE CANADIENNE DE PSYCHIATRIE,0,1,0
Criminal Behaviour and Mental Health,Criminal Behaviour and Mental Health,0,2,0
0031-6970,EUROPEAN JOURNAL OF CLINICAL PHARMACOLOGY,0,7,0
1053-8569,PHARMACOEPIDEMIOLOGY AND DRUG SAFETY,0,19,0
Management of Safety Information from Clinical Trials. Report of CIOMS Working Group VI,Management of Safety Information from Clinical Trials. Report of CIOMS Working Group VI,0,1,0
1931-6690,BAYESIAN ANALYSIS,0,15,0
1935-7524,ELECTRONIC JOURNAL OF STATISTICS,0,2,0
0103-0752,BRAZILIAN JOURNAL OF PROBABILITY AND STATISTICS,0,1,0
0035-9238,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,0,5,0
0039-0402,STATISTICA NEERLANDICA,0,5,0
BMJ,BMJ,0,3,0
1946-6234,SCIENCE TRANSLATIONAL MEDICINE,0,2,0
Surgical Endoscopy,Surgical Endoscopy,0,1,0
Therapeutic Innovation & Regulatory Science,Therapeutic Innovation & Regulatory Science,0,1,0
Journal of Clinical Oncology,Journal of Clinical Oncology,0,4,0
J Clin Oncol,J Clin Oncol,0,2,0
0009-9236,CLINICAL PHARMACOLOGY & THERAPEUTICS,0,30,0
1574-7891,MOLECULAR ONCOLOGY,0,3,0
2159-8274,CANCER DISCOVERY,0,2,0
1878-0261,MOLECULAR ONCOLOGY,0,1,0
0093-7754,SEMINARS IN ONCOLOGY,0,2,0
Hurdles and the Path Forward in Colorectal Cancer,Hurdles and the Path Forward in Colorectal Cancer,0,1,0
J. Natl Cancer Inst.,J. Natl Cancer Inst.,0,1,0
1076-6332,ACADEMIC RADIOLOGY,0,5,0
0361-803X,AMERICAN JOURNAL OF ROENTGENOLOGY,0,1,0
0361-0918,COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION,0,13,0
0938-7994,EUROPEAN RADIOLOGY,0,1,0
Statistics in Radiology,Statistics in Radiology,0,1,0
1555-9041,CLINICAL JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,0,2,0
0027-3171,MULTIVARIATE BEHAVIORAL RESEARCH,0,2,0
Health Serv Outcomes Res Methodol,Health Serv Outcomes Res Methodol,0,1,0
0090-8258,GYNECOLOGIC ONCOLOGY,0,5,0
1368-5031,INTERNATIONAL JOURNAL OF CLINICAL PRACTICE,0,2,0
1556-0864,JOURNAL OF THORACIC ONCOLOGY,0,2,0
1468-6694,CURRENT CONTROLLED TRIALS IN CARDIOVASCULAR MEDICINE,0,3,0
METAANALYSIS FIXED E,METAANALYSIS FIXED E,0,1,0
COCHRANE COLLABORATI,COCHRANE COLLABORATI,0,2,0
0959-8138,BRITISH MEDICAL JOURNAL,0,16,0
Clinical Pharmacology & Therapeutics,Clinical Pharmacology & Therapeutics,0,2,0
0278-2715,HEALTH AFFAIRS,0,1,0
0272-4332,RISK ANALYSIS,0,10,0
"Journal of the Royal Statistical Society, Series A","Journal of the Royal Statistical Society, Series A",0,1,0
Bayesian Statistics,Bayesian Statistics,0,1,0
Critical Reviews in Clinical Radiology and Nuclear Medicine,Critical Reviews in Clinical Radiology and Nuclear Medicine,0,2,0
J Computat Graph Statist,J Computat Graph Statist,0,1,0
New England Journal of Medicine,New England Journal of Medicine,0,1,0
1060-0280,ANNALS OF PHARMACOTHERAPY,0,1,0
0302-9743,"MACHINE LEARNING: ECML 2006, PROCEEDINGS",0,2,0
0090-466X,JOURNAL OF PHARMACOKINETICS AND BIOPHARMACEUTICS,0,10,0
J R Statist Soc,J R Statist Soc,0,1,0
1180-4009,ENVIRONMETRICS,0,6,0
0013-9580,EPILEPSIA,0,2,0
0920-1211,EPILEPSY RESEARCH,0,1,0
Clinical Pharmacology and Therapeutics,Clinical Pharmacology and Therapeutics,0,1,0
Bayesian Statistics (Proceedings of the Second Valencia International Meeting),Bayesian Statistics (Proceedings of the Second Valencia International Meeting),0,1,0
Pharmaceutical Sciences Encyclopedia,Pharmaceutical Sciences Encyclopedia,0,1,0
1177-1062,MOLECULAR DIAGNOSIS & THERAPY,0,1,0
1467-7881,OBESITY REVIEWS,0,1,0
0268-1161,HUMAN REPRODUCTION,0,1,0
0003-9926,ARCHIVES OF INTERNAL MEDICINE,0,4,0
0165-0327,JOURNAL OF AFFECTIVE DISORDERS,0,2,0
1072-3714,MENOPAUSE-THE JOURNAL OF THE NORTH AMERICAN MENOPAUSE SOCIETY,0,1,0
Draft Guidance for Industry and Food and Drug Administration Staff,Draft Guidance for Industry and Food and Drug Administration Staff,0,1,0
Draft PDUFA V Implementation Plan,Draft PDUFA V Implementation Plan,0,1,0
Draft Version Date: 2014-02-14,Draft Version Date: 2014-02-14,0,1,0
Document reference number IMI2/INT/2015-01343,Document reference number IMI2/INT/2015-01343,0,1,0
Multiple Imputation for Nonresponse in Surveys,Multiple Imputation for Nonresponse in Surveys,0,1,0
Comparative Effectiveness,Comparative Effectiveness,0,1,0
0096-3003,APPLIED MATHEMATICS AND COMPUTATION,0,1,0
0377-2217,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,0,2,0
The Cancer Letter,The Cancer Letter,0,2,0
New South Wales Public Health Bulletin,New South Wales Public Health Bulletin,0,1,0
Pharmacoepidemiology and Drug Safety,Pharmacoepidemiology and Drug Safety,0,1,0
0959-535X,BRITISH MEDICAL JOURNAL,0,8,0
0300-5771,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,0,4,0
Treatments in respiratory medicine,Treatments in respiratory medicine,0,1,0
1071-9164,JOURNAL OF CARDIAC FAILURE,0,1,0
0305-7453,JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY,0,1,0
0195-668X,EUROPEAN HEART JOURNAL,0,3,0
Chance,Chance,0,1,0
Revista Brasileira de Medicina,Revista Brasileira de Medicina,0,1,0
Igaku no Ayumi,Igaku no Ayumi,0,1,0
Annals of Internal Medicine,Annals of Internal Medicine,0,1,0
Curr Control Trials Cardiovasc Med,Curr Control Trials Cardiovasc Med,0,2,0
1547-5271,HEART RHYTHM,0,1,0
0340-6245,THROMBOSIS AND HAEMOSTASIS,0,2,0
1471-4914,TRENDS IN MOLECULAR MEDICINE,0,2,0
1741-7015,BMC MEDICINE,0,1,0
1067-5027,JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,0,1,0
1936-8798,JACC-CARDIOVASCULAR INTERVENTIONS,0,1,0
1175-3277,AMERICAN JOURNAL OF CARDIOVASCULAR DRUGS,0,1,0
1355-6037,HEART,0,1,0
The Cochrane Database of Systematic Reviews,The Cochrane Database of Systematic Reviews,0,1,0
Studies in health technology and informatics,Studies in health technology and informatics,0,1,0
1055-9965,CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,0,4,0
0040-6376,THORAX,0,1,0
0114-5916,DRUG SAFETY,0,6,0
1538-7933,JOURNAL OF THROMBOSIS AND HAEMOSTASIS,0,3,0
0090-0036,AMERICAN JOURNAL OF PUBLIC HEALTH,0,3,0
0008-6363,CARDIOVASCULAR RESEARCH,0,2,0
0959-8146,BRITISH MEDICAL JOURNAL,0,4,0
1743-9191,INTERNATIONAL JOURNAL OF SURGERY,0,1,0
0066-4219(print),"ANNUAL REVIEW OF MEDICINE, VOL 64",0,1,0
1438-8871,JOURNAL OF MEDICAL INTERNET RESEARCH,0,1,0
0300-7995,CURRENT MEDICAL RESEARCH AND OPINION,0,1,0
Romanian Journal of Neurology,Romanian Journal of Neurology,0,1,0
Regulatory Rapporteur.,Regulatory Rapporteur.,0,1,0
EMA/297405/2012-Revision 1,EMA/297405/2012-Revision 1,0,1,0
JCO,JCO,0,1,0
1178-203X,THERAPEUTICS AND CLINICAL RISK MANAGEMENT,0,1,0
1478-6354,ARTHRITIS RESEARCH & THERAPY,0,1,0
0930-2794,SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES,0,1,0
2047-9980,JOURNAL OF THE AMERICAN HEART ASSOCIATION,0,1,0
1474-0338,EXPERT OPINION ON DRUG SAFETY,0,1,0
Journal of Market Access & Health Policy,Journal of Market Access & Health Policy,0,1,0
Regul Rapporteur,Regul Rapporteur,0,1,0
1471-2318,BMC GERIATRICS,0,1,0
0021-9398,JOURNAL OF BUSINESS,0,2,0
0735-0015,JOURNAL OF BUSINESS & ECONOMIC STATISTICS,0,3,0
1465-1211,JOURNAL OF RISK,0,1,0
