ISSN,TITLE,CITED_OUT,CITED_IN,TOT_ART
1471-0056,NATURE REVIEWS GENETICS,0.0,73.0,0.0
1549-1676,PLOS MEDICINE,0.0,44.0,0.0
Int J Biostat,Int J Biostat,0.0,31.0,0.0
Stat Sin,Stat Sin,0.0,2.0,0.0
1532-0464,JOURNAL OF BIOMEDICAL INFORMATICS,0.0,18.0,0.0
0305-7453,JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY,0.0,16.0,0.0
8755-7223,JOURNAL OF PROFESSIONAL NURSING,0.0,1.0,0.0
0029-6562,NURSING RESEARCH,0.0,3.0,0.0
0963-8172,QUALITY IN HEALTH CARE,0.0,1.0,0.0
1554-351X,BEHAVIOR RESEARCH METHODS,0.0,9.0,0.0
0277-9536,SOCIAL SCIENCE & MEDICINE,0.0,39.0,0.0
1471-2458,BMC PUBLIC HEALTH,0.0,33.0,0.0
0066-4804,ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,0.0,12.0,0.0
0163-7525(print),"ANNUAL REVIEW OF PUBLIC HEALTH, VOL 36",0.0,2.0,0.0
1527-6546,JOURNAL OF NURSING SCHOLARSHIP,0.0,1.0,0.0
1756-1833,BMJ-BRITISH MEDICAL JOURNAL,0.0,100.0,0.0
1536-867X,STATA JOURNAL,0.0,141.0,0.0
0924-8579,INTERNATIONAL JOURNAL OF ANTIMICROBIAL AGENTS,0.0,3.0,0.0
0195-6701,JOURNAL OF HOSPITAL INFECTION,0.0,4.0,0.0
1876-2859,ACADEMIC PEDIATRICS,0.0,1.0,0.0
0266-4623,INTERNATIONAL JOURNAL OF TECHNOLOGY ASSESSMENT IN HEALTH CARE,0.0,13.0,0.0
Journal of Time Series Analysis.,Journal of Time Series Analysis.,0.0,1.0,0.0
EPOC Resources for review authors,EPOC Resources for review authors,0.0,1.0,0.0
CRAN-R 0.2,CRAN-R 0.2,0.0,1.0,0.0
1386-7423,MEDICINE HEALTH CARE AND PHILOSOPHY,0.0,1.0,0.0
1058-4838,CLINICAL INFECTIOUS DISEASES,0.0,51.0,0.0
0022-0663,JOURNAL OF EDUCATIONAL PSYCHOLOGY,0.0,59.0,0.0
"TIME SERIES ANALYSIS AND ITS APPLICATIONS: WITH R EXAMPLES, THIRD EDITION","TIME SERIES ANALYSIS AND ITS APPLICATIONS: WITH R EXAMPLES, THIRD EDITION",0.0,2.0,0.0
Implement Sci,Implement Sci,0.0,1.0,0.0
0027-3171,MULTIVARIATE BEHAVIORAL RESEARCH,0.0,60.0,0.0
Makerere Univ Res J.,Makerere Univ Res J.,0.0,1.0,0.0
0266-4763,JOURNAL OF APPLIED STATISTICS,0.0,112.0,0.0
0039-0402,STATISTICA NEERLANDICA,0.0,40.0,0.0
Proceedings of the 24th SAS Users Group International Conference,Proceedings of the 24th SAS Users Group International Conference,0.0,1.0,0.0
0885-3924,JOURNAL OF PAIN AND SYMPTOM MANAGEMENT,0.0,5.0,0.0
Proc. Fifth Berkley Symposium in Mathematical Statistics,Proc. Fifth Berkley Symposium in Mathematical Statistics,0.0,1.0,0.0
SPRINGER SERIES STAT,SPRINGER SERIES STAT,0.0,15.0,0.0
1752-296X,CURRENT OPINION IN ENDOCRINOLOGY DIABETES AND OBESITY,0.0,2.0,0.0
0393-2990,EUROPEAN JOURNAL OF EPIDEMIOLOGY,0.0,47.0,0.0
0009-9147,CLINICAL CHEMISTRY,0.0,47.0,0.0
0956-7976,PSYCHOLOGICAL SCIENCE,0.0,2.0,0.0
0964-6906,HUMAN MOLECULAR GENETICS,0.0,23.0,0.0
The Comprehensive R Archive Network,The Comprehensive R Archive Network,0.0,1.0,0.0
0003-9861,ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS,0.0,1.0,0.0
2213-8587,LANCET DIABETES & ENDOCRINOLOGY,0.0,2.0,0.0
1355-6037,HEART,0.0,28.0,0.0
1548-7660,JOURNAL OF STATISTICAL SOFTWARE,0.0,225.0,0.0
0272-989X,MEDICAL DECISION MAKING,0.0,230.0,0.0
Lifetime data analysis,Lifetime data analysis,0.0,40.0,0.0
0002-9394,AMERICAN JOURNAL OF OPHTHALMOLOGY,0.0,15.0,0.0
1471-2288,BMC MEDICAL RESEARCH METHODOLOGY,0.0,247.0,0.0
1462-8910,COLORECTAL DISEASE,0.0,1.0,0.0
1380-7870,LIFETIME DATA ANALYSIS,0.0,308.0,0.0
0143-005X,JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,0.0,77.0,0.0
STATISTICAL ANALYSIS OF RECURRENT EVENTS,STATISTICAL ANALYSIS OF RECURRENT EVENTS,0.0,33.0,0.0
0167-6806,BREAST CANCER RESEARCH AND TREATMENT,0.0,41.0,0.0
0196-5204,SIAM JOURNAL ON SCIENTIFIC AND STATISTICAL COMPUTING,0.0,9.0,0.0
0169-2607,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,0.0,89.0,0.0
Stat Methods Med Res,Stat Methods Med Res,0.0,13.0,0.0
0092-8615,DRUG INFORMATION JOURNAL,0.0,154.0,0.0
0197-2456,CONTROLLED CLINICAL TRIALS,0.0,425.0,0.0
1740-7745,CLINICAL TRIALS,0.0,329.0,0.0
0002-953X,AMERICAN JOURNAL OF PSYCHIATRY,0.0,42.0,0.0
Curr Control Trials Cardiovasc Med,Curr Control Trials Cardiovasc Med,0.0,5.0,0.0
1470-2045,LANCET ONCOLOGY,0.0,37.0,0.0
2168-4790,THERAPEUTIC INNOVATION & REGULATORY SCIENCE,0.0,10.0,0.0
1470-269X,PHARMACOGENOMICS JOURNAL,0.0,8.0,0.0
1557-4679,INTERNATIONAL JOURNAL OF BIOSTATISTICS,0.0,69.0,0.0
0003-4819,ANNALS OF INTERNAL MEDICINE,0.0,242.0,0.0
0009-7322,CIRCULATION,0.0,164.0,0.0
1472-6947,BMC MEDICAL INFORMATICS AND DECISION MAKING,0.0,13.0,0.0
0008-543X,CANCER,0.0,106.0,0.0
Journal of National Cancer Institute,Journal of National Cancer Institute,0.0,1.0,0.0
Journal of the National Cancer Institute,Journal of the National Cancer Institute,0.0,8.0,0.0
0003-9926,ARCHIVES OF INTERNAL MEDICINE,0.0,56.0,0.0
1471-2350,BMC MEDICAL GENETICS,0.0,7.0,0.0
1055-9965,CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,0.0,83.0,0.0
0002-9297,AMERICAN JOURNAL OF HUMAN GENETICS,0.0,244.0,0.0
1465-5411,BREAST CANCER RESEARCH,0.0,16.0,0.0
0030-5073,ORGANIZATIONAL BEHAVIOR AND HUMAN PERFORMANCE,0.0,5.0,0.0
0885-6125,MACHINE LEARNING,0.0,73.0,0.0
Mon Weather Rev.,Mon Weather Rev.,0.0,7.0,0.0
PLoS ONE,PLoS ONE,0.0,15.0,0.0
JOINT MODELS FOR LONGITUDINAL AND TIME-TO-EVENT DATA: WITH APPLICATIONS IN R,JOINT MODELS FOR LONGITUDINAL AND TIME-TO-EVENT DATA: WITH APPLICATIONS IN R,0.0,19.0,0.0
JOURNAL OF THE SFDS,JOURNAL OF THE SFDS,0.0,6.0,0.0
0033-8419,RADIOLOGY,0.0,78.0,0.0
0022-3085,JOURNAL OF NEUROSURGERY,0.0,6.0,0.0
0022-5347,JOURNAL OF UROLOGY,0.0,34.0,0.0
0803-5253,ACTA PAEDIATRICA,0.0,4.0,0.0
1464-4096,BJU INTERNATIONAL,0.0,8.0,0.0
1549-1277,PLOS MEDICINE,0.0,67.0,0.0
0361-0918,COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION,0.0,155.0,0.0
0090-3493,CRITICAL CARE MEDICINE,0.0,24.0,0.0
0022-4065,JOURNAL OF QUALITY TECHNOLOGY,0.0,34.0,0.0
Bristol: Health Care Trust,Bristol: Health Care Trust,0.0,1.0,0.0
0883-9441,JOURNAL OF CRITICAL CARE,0.0,10.0,0.0
1352-0504,JOURNAL OF VIRAL HEPATITIS,0.0,7.0,0.0
2074-1804,IRANIAN RED CRESCENT MEDICAL JOURNAL,0.0,2.0,0.0
0959-8146,BRITISH MEDICAL JOURNAL,0.0,53.0,0.0
0897-7151,JOURNAL OF NEUROTRAUMA,0.0,4.0,0.0
0022-3514,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,0.0,22.0,0.0
1076-9986,JOURNAL OF EDUCATIONAL AND BEHAVIORAL STATISTICS,0.0,95.0,0.0
The International Journal of Biostatistics,The International Journal of Biostatistics,0.0,43.0,0.0
Technical Report,Technical Report,0.0,64.0,0.0
Uncertainty Artif. Inztell.,Uncertainty Artif. Inztell.,0.0,13.0,0.0
International Journal of Biostatistics,International Journal of Biostatistics,0.0,27.0,0.0
0033-3123,PSYCHOMETRIKA,0.0,185.0,0.0
Cochrane Database Syst Rev,Cochrane Database Syst Rev,0.0,17.0,0.0
South African Statistical Journal,South African Statistical Journal,0.0,3.0,0.0
Journal of Educational Statistics,Journal of Educational Statistics,0.0,10.0,0.0
0091-0635,JOURNAL OF RESEARCH OF THE NATIONAL BUREAU OF STANDARDS,0.0,5.0,0.0
0098-3500,ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE,0.0,5.0,0.0
1351-0711,OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,0.0,37.0,0.0
0020-7136,INTERNATIONAL JOURNAL OF CANCER,0.0,60.0,0.0
0319-5724,CANADIAN JOURNAL OF STATISTICS-REVUE CANADIENNE DE STATISTIQUE,0.0,200.0,0.0
0895-7177,MATHEMATICAL AND COMPUTER MODELLING,0.0,11.0,0.0
0957-4832,JOURNAL OF PUBLIC HEALTH MEDICINE,0.0,5.0,0.0
0007-0920,BRITISH JOURNAL OF CANCER,0.0,109.0,0.0
0033-7587,RADIATION RESEARCH,0.0,28.0,0.0
The Design and Analysis of Cohort Studies,The Design and Analysis of Cohort Studies,0.0,2.0,0.0
